precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALEXE EMIL-voturi"
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII GARBOVI",148,GÂRBOVI,103283,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:28",1067,1026,0,34,7,643,602,0,34,7,623,20,1134,491,351,45,127,74,26
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",147,GÂRBOVI,103283,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:15",957,923,0,24,10,578,544,0,24,10,556,22,1025,447,309,33,133,72,9
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",146,GÂRBOVI,103283,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:02:45",962,928,3,26,5,549,518,0,26,5,535,14,1025,476,305,36,122,63,9
