precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SCHNELL MARIUS-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GOLU MIRCEA-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","STÎNGU ION-PARTIDUL SOCIAL DEMOCRAT-voturi"
11,CARAŞ-SEVERIN,"CADIREA PRIMARIEI(FOSTUL SEDIU AL PRIMARIEI DIN SOCOLARI)",201,"CICLOVA ROMÂNĂ",51948,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:44",130,118,0,11,1,75,63,0,11,1,72,3,130,55,9,50,13
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA CICLOVA ROMANA",199,"CICLOVA ROMÂNĂ",51948,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:22:01",986,941,2,17,26,591,547,1,17,26,575,13,1034,446,21,434,120
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA ILIDIA",200,"CICLOVA ROMÂNĂ",51948,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:51:27",295,272,0,13,10,134,111,0,13,10,126,8,299,165,4,98,24
