precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PLETEA-BUDĂU GEORGIANA-UNIUNEA SALVAȚI ROMÂNIA-voturi","IONIŢĂ ION-PARTIDUL NAȚIONAL LIBERAL-voturi","IONESCU ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PANAITE COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","RADU COSTEL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL VAD",258,DRAGOMIREŞTI,122392,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:41:08",702,671,0,28,3,403,372,0,28,3,354,49,800,397,5,218,48,51,32
29,NEAMŢ,"SCOALA GENERALA",257,DRAGOMIREŞTI,122392,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:56:16",102,96,0,5,1,63,57,0,5,1,61,2,148,85,1,51,2,6,1
29,NEAMŢ,"SCOALA GENERALA",254,DRAGOMIREŞTI,122392,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:38:38",90,77,0,8,5,63,50,0,8,5,61,2,100,37,0,56,3,2,0
29,NEAMŢ,"SCOALA GENERALA",256,DRAGOMIREŞTI,122392,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:33:36",173,164,0,9,0,96,87,0,9,0,93,3,188,92,9,71,2,8,3
29,NEAMŢ,"ŞCOALA PRIMARĂ HLĂPEŞTI",255,DRAGOMIREŞTI,122392,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:05",649,618,0,13,18,376,345,0,13,18,354,22,700,324,3,323,6,20,2
