precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TURCU MARICEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞTEFURĂ MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","NEICU MARIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","POPESCU REMUS-CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŢĂRUŞ LIVIA-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SCOALA GIMNAZIALA GH. CIOBANU ANDRIESENI",321,ANDRIEŞENI,95667,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:11",1334,1318,0,5,11,781,765,0,5,11,747,34,1415,634,319,388,21,12,7
24,IAŞI,"SCOALA GIMNAZIALA GLAVANESTI",323,ANDRIEŞENI,95667,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:28",536,528,0,8,0,285,277,0,8,0,268,17,700,415,60,160,10,20,18
24,IAŞI,"SCOALA GIMNAZIALA SPINENI",324,ANDRIEŞENI,95667,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:33",771,764,0,4,3,401,394,0,4,3,389,12,800,399,141,161,43,36,8
24,IAŞI,"SCOALA PRIMARA BUHAENI",322,ANDRIEŞENI,95667,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:31:39",502,493,0,6,3,502,493,0,6,3,224,15,500,261,68,120,13,9,14
