precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ENE GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NICOLAE ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TUTUNARU NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","LUNGU-GAVRILOIU FLORIN-CĂTĂLIN-UNIUNEA SALVAȚI ROMÂNIA-voturi"
17,DOLJ,"BIBLIOTECA ORĂŞENEASCĂ MIRCEA RĂDINA",223,"ORAŞ ŞEGARCEA",70502,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:51:05",1549,1526,0,19,4,990,967,0,19,4,949,41,1700,710,20,563,358,8
17,DOLJ,"CLUBUL COPIILOR",224,"ORAŞ ŞEGARCEA",70502,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:15:43",1666,1641,0,22,3,1045,1020,0,22,3,1043,2,1800,755,12,661,366,4
17,DOLJ,"LICEUL TEHNOLOGIC HORIA VINTILĂ",221,"ORAŞ ŞEGARCEA",70502,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:41:20",1596,1582,1,7,6,1016,1003,0,7,6,950,66,1741,725,6,496,440,8
17,DOLJ,"SCOALA CU CLASELE I-VIII",222,"ORAŞ ŞEGARCEA",70502,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:40:59",1459,1443,4,10,2,679,667,0,10,2,648,19,1600,933,9,458,178,3
