precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CRIVEȘTI",678,STRUNGA,99209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:46:51",241,235,0,3,3,124,118,0,3,3,112,12,300,176,35,26,28,23
24,IAŞI,"SCOALA CUCOVA",679,STRUNGA,99209,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:52:21",143,130,0,9,4,143,130,0,9,4,74,2,200,124,54,12,6,2
24,IAŞI,"SCOALA GIMNAZIALA FARCASENI",681,STRUNGA,99209,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:30:57",845,835,0,3,7,314,304,0,3,7,298,13,850,536,203,73,14,8
24,IAŞI,"SCOALA GIMNAZIALA FARCASENI",680,STRUNGA,99209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:14",811,806,0,2,3,289,284,0,2,3,265,24,810,521,155,72,16,22
24,IAŞI,"SCOALA GIMNAZIALA STRUNGA",676,STRUNGA,99209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:23:27",464,459,0,3,2,224,219,0,3,2,217,7,500,276,84,118,9,6
24,IAŞI,"ŞCOALA HĂBĂŞEŞTI",682,STRUNGA,99209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:42",322,303,2,6,11,158,141,0,6,11,152,6,392,234,84,53,7,8
24,IAŞI,"SCOALA PRIMARA BRATULESTI",677,STRUNGA,99209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:56",551,540,0,5,6,233,222,0,5,6,213,20,600,367,141,59,8,5
