precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi"
14,CONSTANŢA,"CAMIN CULTURAL CRUCEA",418,CRUCEA,61559,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:42",862,861,0,0,1,513,512,0,0,1,483,30,897,384,347,15,104,17
14,CONSTANŢA,"CAMIN CULTURALGĂLBIORI",421,CRUCEA,61559,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:40:53",254,249,0,3,2,157,152,0,3,2,155,2,276,119,135,5,12,3
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL CRIŞAN",420,CRUCEA,61559,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:27",284,279,0,5,0,164,159,0,5,0,154,10,307,143,130,12,11,1
14,CONSTANŢA,"ŞCOALA PRIMARĂ NR.1 BĂLTĂGEŞTI",419,CRUCEA,61559,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:31:01",328,326,0,2,0,203,201,0,2,0,192,11,361,158,141,28,17,6
14,CONSTANŢA,"ŞCOALA PRIMARĂ NR.3 ŞIRIU",423,CRUCEA,61559,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:07",174,170,0,4,0,105,101,0,4,0,102,3,187,82,86,9,7,0
14,CONSTANŢA,"ŞCOALA PRIMARĂ NR.4 STUPINA",422,CRUCEA,61559,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:54",555,533,0,5,17,299,277,0,5,17,285,14,585,286,208,15,54,8
