precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CORNEA LENUŢA-TITIANA-PARTIDUL SOCIAL DEMOCRAT-voturi","TATAR VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","PIŢ GHEORGHE-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MĂRCUŞ GHEORGHE-PARTIDUL MIȘCAREA POPULARĂ-voturi","POP MITICĂ-ADRIAN-FORȚA DREPTEI-voturi","POP PETRE-LUCIAN-PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
32,"SATU MARE","BOINESTI SCOALA GENERALA",147,BIXAD,137069,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:40:58",1465,1429,0,26,10,733,697,0,26,10,688,45,1574,841,139,223,250,26,48,2
32,"SATU MARE","SCOALA GENERALA BIXAD",146,BIXAD,137069,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:47:14",1146,1122,0,10,14,640,616,0,10,14,618,22,1240,600,370,92,71,82,3,0
32,"SATU MARE","SCOALA GENERALA BIXAD",145,BIXAD,137069,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:08:33",1233,1192,1,24,16,661,620,1,24,16,646,15,1307,646,394,116,61,73,1,1
32,"SATU MARE","TRIP SCOALA GENERALA",148,BIXAD,137069,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:31:05",1367,1335,0,25,7,636,604,0,25,7,598,38,1496,860,212,218,148,18,2,0
32,"SATU MARE","TRIP SCOALA GENERALA",149,BIXAD,137069,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:33:04",1226,1201,0,15,10,547,522,0,15,10,537,10,1331,784,111,253,159,6,8,0
