precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","CREŢU DUMITRU-voturi"
31,PRAHOVA,"CĂMIN CULTURAL COCORĂȘTII CAPLII, SAT COCORĂȘTII CAPLII, NR.130",474,MĂGURENI,134050,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:07",680,669,2,6,3,370,361,0,6,3,362,8,700,330,24,82,208,28,3,17
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ MĂGURENI,CORP A, SAT MĂGURENI, NR.982",473,MĂGURENI,134050,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:20:57",1310,1299,0,10,1,763,753,0,10,0,730,28,1416,653,49,322,297,33,9,20
31,PRAHOVA,"ȘCOALA PRIMARĂ LUNCA PRAHOVEI, SAT LUNCA PRAHOVEI, NR.39",475,MĂGURENI,134050,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:04:43",911,903,0,8,0,520,512,0,8,0,485,35,1000,480,31,141,253,11,4,45
31,PRAHOVA,"ȘCOALA PRIMARĂ MĂGURENI, CORP B, SAT MĂGURENI, NR.201",471,MĂGURENI,134050,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:30:42",1378,1365,0,9,4,819,806,0,9,4,798,21,1568,749,43,330,370,30,7,18
31,PRAHOVA,"ȘCOALA PRIMARĂ SATUL BANULUI, SAT MĂGURENI, NR.541",472,MĂGURENI,134050,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:13:28",931,924,0,4,3,567,560,0,4,3,545,22,1000,433,46,240,203,24,16,16
