precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STREDIE DANIELA-PARTIDUL SOCIAL DEMOCRAT-voturi","DARIE CĂTĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 CRISTINEŞTI",213,CRISTINEŞTI,36952,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:13:47",934,864,0,21,49,575,505,0,21,49,550,25,1000,425,442,108
7,BOTOŞANI,"SCOALA BARANCA",214,CRISTINEŞTI,36952,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:18",551,542,0,9,0,242,233,0,9,0,228,14,603,361,202,26
7,BOTOŞANI,"SCOALA DRAGALINA",216,CRISTINEŞTI,36952,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:59",571,517,0,37,17,342,288,0,37,17,336,6,601,259,286,50
7,BOTOŞANI,"SCOALA FUNDU HERTII",217,CRISTINEŞTI,36952,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:47:17",540,526,0,4,10,299,285,0,4,10,288,11,568,269,245,43
7,BOTOŞANI,"ȘCOALA PRIMARĂ „IOAN ŞI NATALIA CORBU” DĂMILENI",215,CRISTINEŞTI,36952,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:20:36",260,241,0,12,7,157,141,0,9,7,148,9,300,143,113,35
