precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU FILIOARA",150,AGAPIA,121108,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:41:43",831,823,1,2,5,488,481,0,2,5,476,12,900,412,67,9,345,55
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NICOLAE GRIGORESCU AGAPIA",149,AGAPIA,121108,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:20:38",1430,1413,1,2,14,644,627,1,2,14,611,33,1500,856,46,16,455,94
29,NEAMŢ,"ŞCOALA NOUĂ VĂRATEC",152,AGAPIA,121108,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:47:31",727,681,1,1,44,481,436,0,1,44,404,31,800,365,54,4,286,60
29,NEAMŢ,"ŞCOALA PRIMARĂ SĂCĂLUŞEŞTI",151,AGAPIA,121108,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:09",561,556,1,3,1,302,298,0,3,1,289,13,636,334,49,17,183,40
