precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
38,TULCEA,"LICEUL ”DIMITRIE CANTEMIR” BABADAG",54,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:39:23",1359,1310,0,46,3,694,645,0,46,3,651,43,1498,804,251,336,47,13,4
38,TULCEA,"”SALA DE SPORT TOMA AUREL”",59,"ORAŞ BABADAG",159650,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:58:39",1259,1228,0,29,2,658,627,0,29,2,629,29,1356,698,265,288,51,9,16
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG CORP A",57,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:34:36",1334,1315,0,18,1,574,555,0,18,1,495,60,1455,900,150,294,33,3,15
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG CORP B",56,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:10:06",1342,1315,0,27,0,735,708,0,27,0,707,19,1447,721,329,288,57,9,24
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG - GRĂDINIȚA PN",58,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:24:10",577,556,0,18,3,306,285,0,18,3,299,3,639,333,133,139,19,3,5
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN” BABADAG",55,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:40:05",1848,1760,1,68,19,898,811,0,68,19,840,58,1971,1073,360,360,80,19,21
