precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LAZĂR COSMIN-IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BELU IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","GHEORGHE STELICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","MARIN NICULAE-PARTIDUL ROMÂNIA MARE-voturi","MOLDOVEANU IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"CĂMIN CULTURAL GHIMPAŢI",128,CIULNIŢA,93156,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:10",201,196,0,5,0,137,132,0,5,0,131,6,200,63,2,71,58,0,0
23,IALOMIŢA,"CĂMIN CULTURAL ION GHICA",126,CIULNIŢA,93156,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:34",474,460,0,14,0,294,280,0,14,0,292,2,500,206,10,129,144,2,7
23,IALOMIŢA,"CĂMIN CULTURAL POIANA - SALA DE FESTIVITĂȚI",127,CIULNIŢA,93156,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:37",355,350,0,5,0,222,217,0,5,0,220,2,400,178,4,129,70,2,15
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIULNIȚA",125,CIULNIŢA,93156,2,PART,PRCNCT,P,P_SV,"2024-06-13 13:18:39",986,962,2,16,6,622,600,0,16,6,609,13,1054,432,27,291,281,7,3
