precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IACOVETE MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","POPESCU GEORGE-MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","VLAD ROMEO-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CONSTANTINESCU FLORINEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
40,VÂLCEA,"BLOC B1 - LICEUL TEHNOLOGIC DE TURISM CĂLIMĂNEŞTI",139,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:44",899,892,1,6,0,491,484,1,6,0,472,19,990,499,198,16,17,241
40,VÂLCEA,"CENTRUL DE INFORMARE TURISTICA CACIULATA",143,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:07",648,643,0,4,1,359,354,0,4,1,343,16,720,361,108,4,17,214
40,VÂLCEA,"CENTRUL NAȚIONAL DE INFORMARE ȘI PROMOVARE TURISTICĂ CĂLIMĂNEŞTI",142,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:29",511,499,0,11,1,277,265,0,11,1,266,11,550,273,101,8,10,147
40,VÂLCEA,"ŞCOALA GENERALĂ SEACA",138,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:08",432,419,0,8,5,279,266,0,8,5,271,8,471,192,106,4,10,151
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ JIBLEA VECHE",144,"ORAŞ CĂLIMĂNEŞTI",167909,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:04:19",975,971,0,3,1,475,471,0,3,1,449,26,1070,595,285,18,20,126
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ JIBLEA VECHE",145,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:16:19",978,968,3,6,1,526,519,0,6,1,500,26,1060,534,239,17,22,222
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ CANTACUZINO” CĂLIMĂNEŞTI",140,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:32",810,801,0,6,3,467,458,0,6,3,460,7,890,423,187,10,23,240
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN VODĂ CANTACUZINO” CĂLIMĂNEȘTI",141,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:18",988,981,0,6,1,578,571,0,6,1,551,27,1080,502,214,9,41,287
40,VÂLCEA,"ŞCOALA PRIMARĂ JIBLEA NOUĂ",146,"ORAŞ CĂLIMĂNEŞTI",167909,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:28:35",916,912,1,3,0,515,512,0,3,0,499,13,1000,488,216,10,13,260
