precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
20,GORJ,"CĂMINUL CULTURAL BUMBEŞTI-PIŢIC",171,BUMBEŞTI-PIŢIC,79362,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:49:23",1033,964,1,41,27,701,632,1,41,27,671,30,1100,399,39,191,335,65,41
20,GORJ,"GRĂDINIŢA CÂRLIGEI",172,BUMBEŞTI-PIŢIC,79362,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:38:50",190,158,0,28,4,130,98,0,28,4,125,5,200,70,11,30,68,13,3
20,GORJ,"ŞCOALA GENERALĂ POIENARI",173,BUMBEŞTI-PIŢIC,79362,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:24:40",571,535,0,22,14,410,374,0,22,14,400,10,605,195,12,117,190,72,9
