precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PURCĂRETE",198,NEGRILEŞTI,179659,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:55",175,162,0,10,3,113,100,0,10,3,110,3,189,76,10,3,12,14,2,69
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NEGRILEŞTI",196,NEGRILEŞTI,179659,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:03:02",1086,993,1,54,38,718,625,1,54,38,687,30,1092,374,129,52,89,83,8,326
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”VICTOR MOTOGNA” BREAZA",197,NEGRILEŞTI,179659,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:19:24",838,801,2,6,29,505,471,0,6,28,484,20,849,345,108,3,32,230,55,56
