precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"SCOALA CL I-IV MIHAILENI",311,MIHĂILENI,38161,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:14:35",1241,1200,3,11,27,621,582,1,11,27,592,29,1300,679,282,118,2,82,108
7,BOTOŞANI,"ŞCOALAGENERALĂ PARAU NEGRU",312,MIHĂILENI,38161,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:53:13",423,407,0,7,9,206,190,0,7,9,198,8,500,294,69,60,0,36,33
7,BOTOŞANI,"ŞCOALA GENERALĂ ROGOJESTI",313,MIHĂILENI,38161,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:17:13",443,424,0,3,16,211,192,0,3,16,200,11,465,254,85,36,29,19,31
