precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SAITOS MARIA-RODICA-PARTIDUL NAȚIONAL LIBERAL-voturi","KRÉMER STEFAN-FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","ROŞCA RĂZVAN-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","LUNGU DANIEL-ŞTEFĂNEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","KREMER LUDOVIC-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","PATAI GHEORGHE-PARTIDUL S.O.S. ROMÂNIA-voturi"
32,"SATU MARE","CĂMIN CULTURAL SAT HOREA",279,SANISLĂU,138663,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:02:32",128,114,0,9,5,75,61,0,9,5,72,3,139,64,40,20,6,4,2,0
32,"SATU MARE","CĂMIN CULTURAL SAT MARNA NOUĂ",280,SANISLĂU,138663,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:10:36",286,278,1,7,0,173,165,1,7,0,170,3,330,157,115,33,14,4,4,0
32,"SATU MARE","GRĂDINIŢA SANISLĂU",277,SANISLĂU,138663,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:44:02",1338,1312,4,6,16,726,704,1,6,15,680,46,1430,704,34,273,12,58,297,6
32,"SATU MARE","ŞCOALA CU CL. I-VIII GH. BULGĂR-SANISLĂU",278,SANISLĂU,138663,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:23:21",1279,1267,0,5,7,739,727,0,5,7,663,76,1380,641,149,277,47,38,138,14
