precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RĂDĂCINĂ GEORGE-MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IRIMIA GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","UNGUREANU LUCIAN-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","JIJIE FLORIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"GRĂDINIȚA NR. 2 VORNICENI",422,VORNICENI,39836,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:31",993,991,0,2,0,410,408,0,2,0,396,14,1064,654,11,170,143,72
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.1 VORNICENI",423,VORNICENI,39836,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:31:36",1019,1013,0,5,1,484,478,0,5,1,459,25,1100,616,15,146,179,119
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ PROF. OCTAVIAN IONESCU VORNICENI",421,VORNICENI,39836,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:16",1451,1444,1,4,2,715,708,1,4,2,681,34,1600,885,10,212,287,172
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 2 DEALU CRUCII",424,VORNICENI,39836,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:02:32",270,265,0,5,0,135,130,0,5,0,132,3,299,164,9,25,84,14
