precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
36,TELEORMAN,"CĂMINUL CULTURAL BALCI",92,BALACI,151996,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:22",753,644,0,62,47,508,399,0,62,47,489,19,695,187,50,306,133
36,TELEORMAN,"CĂMINUL CULTURAL TECUCI",93,BALACI,151996,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:18:51",552,489,0,32,31,405,342,0,32,31,396,9,540,135,17,210,169
