precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SAVA ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BÎRSAN CONSTANTIN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢEPEŞ-BOBESCU LILIANA-GABRIELA-UNIUNEA SALVAȚI ROMÂNIA-voturi","ALEXA GAVRIL-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","VITEAZU JEAN-GEORGE-PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"CĂMIN CULTURAL",178,"BICAZU ARDELEAN",121340,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:09",1286,1259,2,4,21,625,599,1,4,21,604,21,1400,775,23,411,78,85,7
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",180,"BICAZU ARDELEAN",121340,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:57",394,371,0,6,17,250,227,0,6,17,244,6,500,250,6,178,19,30,11
29,NEAMŢ,"ŞCOALA GIMNAZIALA NR.2",179,"BICAZU ARDELEAN",121340,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:03",1040,1020,0,5,15,546,526,0,5,15,526,20,1100,554,24,386,56,50,10
29,NEAMŢ,"ȘCOALA PRIMARĂ NOUĂ TICOȘ",181,"BICAZU ARDELEAN",121340,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:30:50",237,225,0,6,6,149,137,0,6,6,148,1,257,108,4,114,13,16,1
