precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
4,BACĂU,"CAMIN CULTURAL DRĂGUGEŞTI",383,HELEGIU,22898,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:19",1196,1180,0,8,8,557,541,0,8,8,519,38,1300,743,300,80,46,80,13
4,BACĂU,"CENTRU RECREERE",381,HELEGIU,22898,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:33",815,809,1,3,2,363,358,0,3,2,351,12,900,537,80,127,13,32,99
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL BRĂTILA",380,HELEGIU,22898,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:03",623,613,0,8,2,322,312,0,8,2,308,14,700,378,92,88,4,27,97
4,BACĂU,"ŞCOALA DRĂGUGEŞTI 2",384,HELEGIU,22898,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:52:16",337,327,0,8,2,164,154,0,8,2,150,14,400,236,64,17,30,36,3
4,BACĂU,"ȘCOALA GIMNAZIALĂ DELENI",382,HELEGIU,22898,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:00:01",1269,1260,0,2,7,638,629,0,2,7,584,54,1300,662,134,130,27,30,263
4,BACĂU,"ŞCOALA GIMNAZIALĂ HELEGIU",379,HELEGIU,22898,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:54:03",936,931,0,3,2,454,449,0,3,2,440,14,1000,546,111,194,46,35,54
