precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHEORGHIŢĂ GEORGEL-TIBERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","CHIRIŢĂ EUGEN-MARIUS-UNIUNEA SALVAȚI ROMÂNIA-voturi","VASILE IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TĂRBUC VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","BADIU PETRICĂ-PARTIDUL S.O.S. ROMÂNIA-voturi","CIRINBEI MARIA-MAGDALENA-PARTIDUL PRO ROMÂNIA-voturi"
18,GALAŢI,"CLADIREA GRADINITA NR.1",324,INDEPENDENŢA,76585,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:53",929,917,1,6,5,501,490,0,6,5,489,12,1015,514,63,84,17,299,14,12
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1",322,INDEPENDENŢA,76585,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:33:33",1325,1309,0,4,12,745,729,0,4,12,727,18,1457,712,84,131,28,452,29,3
18,GALAŢI,"SCOALA GIMNAZIALA NR. 2",323,INDEPENDENŢA,76585,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:40:51",1588,1572,0,6,10,924,908,0,6,10,910,14,1744,820,167,239,67,418,17,2
