precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
30,OLT,"CAMINUL CULTURAL",176,DĂNEASA,126585,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:38:44",422,401,0,13,8,266,245,0,13,8,251,15,449,183,166,19,51,15
30,OLT,"CENTRUL SOCIAL DĂNEASA",173,DĂNEASA,126585,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:26:47",1168,1109,4,26,29,696,637,4,26,29,676,20,1188,492,442,60,154,20
30,OLT,"GRADINITA CIOFLANU",175,DĂNEASA,126585,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:51:52",507,469,0,10,28,304,266,0,10,28,298,6,525,221,231,16,32,19
30,OLT,"SCOALA BERINDEI",174,DĂNEASA,126585,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:25:31",411,391,0,11,9,240,220,0,11,9,236,4,423,183,187,14,28,7
30,OLT,"SCOALA ZANOAGA",177,DĂNEASA,126585,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:16:38",331,319,0,4,8,215,203,0,4,8,209,6,344,129,151,12,41,5
