precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"CĂMINUL CULTURAL SAT LILIECI",210,SINEŞTI,105026,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:37:32",891,875,2,14,0,476,462,0,14,0,466,7,951,478,319,70,52,25
23,IALOMIŢA,"CĂMINUL CULTURAL SITUATĂ ÎN SATUL SINEŞTI, SINEŞTI",209,SINEŞTI,105026,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:55:13",1302,1273,0,29,0,824,795,0,29,0,798,26,1400,576,644,45,56,53
