precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IGNATONI OVIDIU-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","USCIUC ANDREI-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PECORA DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL BÂRNA",310,BÂRNA,155957,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:29",420,411,0,6,3,283,274,0,6,3,272,11,470,187,130,13,129
37,TIMIŞ,"CĂMINUL CULTURAL BOTINEŞTI",311,BÂRNA,155957,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:57:38",157,145,0,11,1,121,109,0,11,1,117,4,150,29,72,3,42
37,TIMIŞ,"CĂMINUL CULTURAL DRINOVA",312,BÂRNA,155957,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:45:47",144,142,0,0,2,108,106,0,0,2,102,6,152,44,60,3,39
37,TIMIŞ,"CĂMINUL CULTURAL JUREŞTI",313,BÂRNA,155957,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:42:34",181,176,0,5,0,131,126,0,5,0,127,4,192,61,87,4,36
37,TIMIŞ,"CĂMINUL CULTURAL POGĂNEŞTI",314,BÂRNA,155957,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:36",279,270,2,7,0,190,182,1,7,0,180,10,290,100,93,11,76
