precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COSACU PETRE-FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","COTOJMAN ION-LIVIU-PARTIDUL NAȚIONAL LIBERAL-voturi","VĂDUVA ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DINEI PETRE-UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"CĂMINUL CULTURAL „IZVORUL”",278,"ROŞIA DE AMARADIA",81497,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:06:26",1135,1102,0,12,21,747,714,0,12,21,729,18,1200,453,115,602,6,6
20,GORJ,"GRĂDINIȚA ȘITOAIA",281,"ROŞIA DE AMARADIA",81497,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:38",286,274,0,5,7,170,158,0,5,7,168,2,300,130,16,148,1,3
20,GORJ,"ŞCOALA PRIMARĂ RUGET",279,"ROŞIA DE AMARADIA",81497,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:31:19",464,454,0,6,4,266,256,0,6,4,256,10,500,234,16,228,9,3
20,GORJ,"ŞCOALA PRIMARĂ SECIURILE",280,"ROŞIA DE AMARADIA",81497,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:39:21",582,570,0,5,7,382,370,0,5,7,364,6,644,274,28,328,7,1
