precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
31,PRAHOVA,"CĂMIN CULTURAL DIN SATUL VALEA PLOPULUI",519,POSEŞTI,134648,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:47:36",782,761,1,7,13,455,434,1,7,13,433,22,795,340,287,13,42,85,6
31,PRAHOVA,"CĂMINUL CULTURAL DIN SATUL NUCSOARA DE SUS",517,POSEŞTI,134648,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:49:45",1197,1177,0,6,14,794,774,0,6,14,758,36,1294,500,562,28,94,52,22
31,PRAHOVA,"CĂMINUL CULTURAL DIN SATUL POSEŞTII-PĂMÂNTENI",516,POSEŞTI,134648,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:17:25",610,590,0,4,16,384,364,0,4,16,363,21,695,311,236,6,30,58,33
31,PRAHOVA,"FOSTA ŞCOALĂ GENERALĂ CU CLASELE I-IV DIN SATUL TÂRLEŞTI",518,POSEŞTI,134648,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:31:41",431,427,0,4,0,267,263,0,4,0,253,12,495,230,174,12,29,32,6
