precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SCHIAU-GULL ALIN-CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","VEZA GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MATEI DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROGOZAN OVIDIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
34,SIBIU,"CASA DE CULTURĂ ”ILARION COCIȘIU”",155,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:04:35",1173,1162,4,6,1,427,420,0,6,1,419,8,1310,883,310,25,52,32
34,SIBIU,"CASA SENIORILOR",153,"ORAŞ AGNITA",143682,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:29:42",1370,1363,0,5,2,500,493,0,5,2,475,25,1500,1000,387,46,17,25
34,SIBIU,"COLEGIUL TEHNIC A.T. LAUREAN",154,"ORAŞ AGNITA",143682,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:56",1028,1024,1,3,0,394,391,0,3,0,378,16,1130,736,310,26,25,17
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT",152,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:44:21",1010,997,6,7,0,392,385,0,7,0,387,5,1100,708,308,39,20,20
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",156,"ORAŞ AGNITA",143682,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:48",1131,1123,0,8,0,484,476,0,8,0,465,19,1240,756,335,66,20,44
34,SIBIU,"ŞCOALA GIMNAZIALĂ COVEŞ",157,"ORAŞ AGNITA",143682,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:36",521,517,1,3,0,241,237,1,3,0,229,12,580,339,184,18,22,5
34,SIBIU,"ŞCOALA GIMNAZIALĂ G.D.TEUTSCH",150,"ORAŞ AGNITA",143682,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:24:40",1183,1172,2,9,0,397,388,0,9,0,393,4,1300,903,309,43,17,24
34,SIBIU,"ŞCOALA GIMNAZIALĂ G.D.TEUTSCH",151,"ORAŞ AGNITA",143682,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:15",1052,1043,3,6,0,467,459,2,6,0,456,11,1150,683,346,59,17,34
34,SIBIU,"ŞCOALA GIMNAZIALĂ RUJA",158,"ORAŞ AGNITA",143682,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:10:39",965,957,2,6,0,456,450,0,6,0,442,14,1080,624,362,19,54,7
