precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHIŢĂ OLGIŢA-PARTIDUL SOCIAL DEMOCRAT-voturi","VUXANOVICI SAVA-PARTIDUL NAȚIONAL LIBERAL-voturi"
11,CARAŞ-SEVERIN,"CENTRUL CULTURAL SÂRBESC ”SFÂNTUL SAVA” BAZIAȘ",326,SOCOL,54109,1,PROV,PRCNCT,P,P_SV,"2024-06-09 23:58:11",61,42,1,18,0,47,29,0,18,0,47,0,57,10,39,8
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”SF. SAVA” SOCOL",325,SOCOL,54109,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:05",627,584,5,11,27,361,323,0,11,27,355,0,641,286,228,127
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ CÂMPIA",327,SOCOL,54109,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:56",484,458,0,14,12,266,240,0,14,12,263,3,493,227,88,175
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ ZLATIȚA",328,SOCOL,54109,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:34",396,369,0,10,17,396,369,0,10,17,388,8,670,274,301,87
