precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL SOCIALIST ROMÂN-voturi"
9,BRĂILA,"LICEUL PEDAGOGIC „D.P. PERPESSICIUS”",99,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:11",1344,1334,2,8,0,580,572,0,8,0,568,12,1450,870,64,330,50,15,66,8,30,5
9,BRĂILA,"LICEUL PEDAGOGIC „D.P. PERPESSICIUS”",100,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:48",1292,1287,0,5,0,553,548,0,5,0,540,13,1450,897,76,292,70,12,51,10,27,2
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",81,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:23",1128,1109,14,5,0,460,455,0,5,0,444,16,1250,790,56,230,63,8,46,11,25,5
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",83,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:19:03",1153,1139,2,12,0,490,478,0,12,0,474,16,1252,762,70,246,50,14,52,5,26,11
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",82,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:53",956,953,0,3,0,387,384,0,3,0,369,18,1050,663,50,173,57,11,35,9,32,2
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",135,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:34",1293,1283,2,8,0,519,511,0,8,0,507,12,1400,881,56,255,72,16,50,16,37,5
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",133,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:24",979,972,2,5,0,348,343,0,5,0,338,10,1100,752,27,209,42,9,27,2,17,5
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",137,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:08",1066,1055,1,10,0,345,335,0,10,0,334,11,1200,855,37,193,46,7,23,4,21,3
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",136,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:39",1095,1090,0,5,0,443,438,0,5,0,414,19,1200,767,33,277,51,7,28,1,11,6
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",134,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:49:36",1501,1491,0,10,0,468,458,0,10,0,449,17,1600,1132,41,223,73,11,44,4,46,7
9,BRĂILA,"LICEUL TEHNOLOGIC „GRIGORE MOISIL”",66,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:55:46",1422,1406,0,6,10,543,527,0,6,10,532,8,1550,1007,55,245,100,13,51,14,45,9
9,BRĂILA,"LICEUL TEHNOLOGIC ” NICOLAE TITULESCU ” ÎNSURĂȚEI - ȘCOALA ANEXĂ",157,"ORAŞ ÎNSURĂŢEI",43411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:05",866,861,0,3,2,428,423,0,3,2,394,34,1000,572,41,213,39,1,73,1,25,1
9,BRĂILA,"LICEUL TEHNOLOGIC ” NICOLAE TITULESCU ” ÎNSURĂȚEI - ȘCOALA ANEXĂ",156,"ORAŞ ÎNSURĂŢEI",43411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:53:00",981,974,0,5,2,476,469,0,5,2,451,25,1100,624,96,202,64,3,64,3,19,0
9,BRĂILA,"LICEUL TEORETIC ”CONSTANTIN ANGELESCU”",147,"ORAŞ IANCA",43331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:09",1049,1035,0,6,8,604,590,0,6,8,561,43,1170,566,212,285,30,1,14,1,17,1
9,BRĂILA,"LICEUL TEORETIC ”CONSTANTIN ANGELESCU”",148,"ORAŞ IANCA",43331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:43",1062,1031,5,3,23,583,557,0,3,23,542,41,1160,577,173,299,38,9,6,3,14,0
9,BRĂILA,"LICEUL TEORETIC „NICOLAE IORGA”",61,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:21",761,745,0,9,7,287,271,0,9,7,275,12,850,563,25,135,41,7,31,5,30,1
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",53,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:51:32",1264,1256,3,4,1,504,499,0,4,1,487,7,1400,896,62,295,42,16,34,8,24,6
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",54,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:21",1194,1185,1,8,0,463,455,0,8,0,451,12,1300,837,55,262,44,11,28,8,37,6
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",52,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:38",1442,1435,1,6,0,567,561,0,6,0,555,12,1606,1039,78,287,79,12,52,7,34,6
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",55,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:57",908,903,1,4,0,381,377,0,4,0,372,9,1000,619,52,222,35,14,24,8,15,2
9,BRĂILA,"SALĂ FESTIVITĂȚI",236,SILIŞTEA,43992,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:20",132,126,0,5,1,88,82,0,5,1,85,3,166,78,13,58,12,0,2,0,0,0
9,BRĂILA,"SALĂ FESTIVITĂȚI CORBENI ( FOST CAMIN CULTURAL SAT CORBENI)",218,RACOVIŢA,43698,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:29",106,96,0,8,2,77,67,0,8,2,73,4,200,123,30,7,24,0,7,0,3,2
9,BRĂILA,"ȘCOALA CU CLASELE I-IV FĂUREI - SAT",244,SURDILA-GRECI,42771,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:30:18",293,282,0,11,0,188,177,0,11,0,172,16,310,122,113,33,17,0,2,1,5,1
9,BRĂILA,"ȘCOALA CU CLASELE I-IV HORIA",245,SURDILA-GRECI,42771,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:52",337,321,0,4,12,227,211,0,4,12,211,16,333,106,161,30,12,0,2,1,5,0
9,BRĂILA,"SCOALA CU CLASELE I-IV PIETROIU",272,VĂDENI,44391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:52",451,440,0,9,2,277,267,0,8,2,271,6,552,275,87,134,23,6,10,3,7,1
9,BRĂILA,"ŞCOALA CU CLASELE I-IV TATARU",184,DUDEŞTI,43073,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:07:11",430,417,0,10,3,279,266,0,10,3,259,20,500,221,135,81,36,0,1,4,2,0
9,BRĂILA,"ȘCOALA CU CLASELE I-IV TITCOV",187,FRECĂŢEI,43117,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:35",385,376,0,3,6,273,264,0,3,6,264,9,424,151,172,59,12,1,0,1,19,0
9,BRĂILA,"ŞCOALA CU CLASELE I - VIII BĂRĂGANUL",160,BĂRĂGANUL,42824,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:36",1186,1153,0,10,23,687,654,0,10,23,662,25,1296,609,201,372,56,3,14,2,14,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII BATOGU",179,CIREŞU,43019,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:55",464,446,0,1,17,295,277,0,1,17,290,5,500,205,269,10,4,0,6,0,1,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII CIREȘU",178,CIREŞU,43019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:01",710,675,0,3,32,430,395,0,3,32,416,14,750,320,376,24,9,1,3,1,2,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII COLȚEA",225,ROŞIORI,43812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:24",786,783,0,3,0,395,392,0,3,0,371,24,800,405,210,124,18,7,0,5,7,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII FRECĂȚEI",185,FRECĂŢEI,43117,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:37",293,286,2,3,2,213,208,0,3,2,200,13,323,110,136,46,12,0,1,1,4,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII NR.1",175,CIOCILE,42968,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:54:42",699,691,0,2,6,450,442,0,2,6,427,23,800,350,215,178,16,1,7,2,7,1
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII NR.2 „ALEXANDRU TURTOI”",176,CIOCILE,42968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:28",736,727,0,1,8,509,500,0,1,8,498,11,770,261,243,202,24,5,21,0,3,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII SCĂRLĂTEȘTI",180,CIREŞU,43019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:32",609,585,0,2,22,392,368,0,2,22,374,18,700,308,315,34,16,1,1,1,6,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII SURDILA GRECI",243,SURDILA-GRECI,42771,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:42",550,544,1,5,0,328,323,0,5,0,308,20,594,266,199,66,23,2,12,1,4,1
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII TRAIAN",253,TRAIAN,44202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:14",919,903,2,14,0,555,541,0,14,0,530,25,1000,445,149,292,32,7,5,1,42,2
9,BRĂILA,"SCOALA CU CLASELE I-VIII VIZIRU",278,VIZIRU,44505,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:06",1408,1400,0,8,0,855,847,0,8,0,810,45,1550,695,319,297,147,12,11,0,21,3
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII VULTURENI",181,CIREŞU,43019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:31",420,394,0,6,20,291,265,0,6,20,288,3,445,154,257,23,7,0,0,0,1,0
9,BRĂILA,"ȘCOALA CU CLASELE V-VIII TĂTARU",183,DUDEŞTI,43073,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:59:18",1079,1054,0,5,20,703,678,0,5,20,684,19,1116,413,292,243,129,4,4,1,11,0
9,BRĂILA,"SCOALA CU CLS. I - VIII BĂRĂGANUL - SALA DE CLASĂ NR. 1",161,BĂRĂGANUL,42824,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:51:42",1265,1215,0,8,42,811,761,0,8,42,787,22,1365,554,240,464,46,3,9,6,17,2
9,BRĂILA,"SCOALA ESNA",215,"MOVILA MIRESII",43652,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:12:57",260,252,0,5,3,178,170,0,5,3,164,11,300,122,40,108,9,3,1,1,2,0
9,BRĂILA,"ȘCOALA GENERALĂ CU CLASELE I-VIII MĂXINENI",206,MĂXINENI,43563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:00",1141,1132,0,0,9,619,610,0,0,9,598,21,1250,631,80,352,96,5,12,5,42,6
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CAZASU",170,CAZASU,44560,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:13:58",1909,1868,5,24,12,1139,1103,0,24,12,1095,44,2000,861,251,562,138,9,48,29,55,3
9,BRĂILA,"SCOALA GIMNAZIALA- CHISCANI - CARTIER",172,CHISCANI,42708,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:30:53",1646,1637,0,7,2,724,715,0,7,2,674,45,1777,1053,99,332,152,11,17,5,51,7
9,BRĂILA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-IV FĂUREI, SALA NR.2",142,"ORAŞ FĂUREI",42753,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:38",1254,1231,0,15,8,802,779,0,15,8,780,22,1350,548,365,310,61,13,22,3,5,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",193,GEMENELE,43242,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:57:03",1342,1319,0,0,23,834,811,0,0,23,797,35,1497,663,82,589,90,3,8,5,19,1
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BALDOVINESTI",271,VĂDENI,44391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:22",972,966,0,1,5,487,481,0,1,5,472,15,1080,593,48,323,56,6,14,3,21,1
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII VADENI -SALA A",269,VĂDENI,44391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:25",909,899,0,1,9,516,506,0,1,9,497,19,1015,499,112,287,43,8,14,2,30,1
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII-VADENI-SALA B",270,VĂDENI,44391,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:55:42",939,931,1,5,2,526,519,0,5,2,503,23,1042,516,136,278,57,3,4,0,24,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CUZA - VODĂ",239,STĂNCUŢA,44060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:48",1171,1152,0,7,12,773,754,0,7,12,731,35,1300,534,145,318,229,1,16,0,21,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CUZA VODĂ",228,"SALCIA TUDOR",43867,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:55",641,633,0,6,2,387,379,0,6,2,368,19,637,250,58,240,51,4,4,1,9,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ DROGU",189,GALBENU,43180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:35",695,642,0,33,20,461,408,0,33,20,434,27,700,239,305,44,65,7,5,4,3,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ DUDEȘTI",182,DUDEŞTI,43073,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:43:17",1309,1283,0,3,23,800,774,0,3,23,676,124,1483,683,360,235,51,2,4,15,9,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ GROPENI",198,GROPENI,43313,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:02:59",1274,1265,0,7,2,841,832,0,7,2,802,38,1350,510,376,327,42,8,23,3,20,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ IANCA",145,"ORAŞ IANCA",43331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:36",1072,1065,0,7,0,596,589,0,7,0,584,12,1200,604,156,349,52,4,7,1,15,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ IANCA",144,"ORAŞ IANCA",43331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:11",982,974,0,3,5,552,544,0,3,5,534,18,1100,548,147,311,46,3,9,1,13,4
9,BRĂILA,"SCOALA GIMNAZIALA MIRCEA VODA, JUDETUL BRAILA",211,"MIRCEA VODĂ",43625,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:00",1020,976,1,10,33,619,576,0,10,33,599,20,1195,576,394,141,36,5,7,2,13,1
9,BRĂILA,"SCOALA GIMNAZIALA MIRCEA VODA, JUDEȚUL BRAILA",210,"MIRCEA VODĂ",43625,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:34",917,876,8,13,20,585,552,0,13,20,551,34,900,315,426,75,27,1,4,3,14,1
9,BRĂILA,"SCOALA GIMNAZIALĂ NR.1",200,JIRLĂU,43466,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:18",1095,1066,0,8,21,602,573,0,8,21,587,15,1200,598,26,499,47,3,1,1,10,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 11 „ION LUCA CARAGIALE”",123,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:31:22",1182,1172,1,8,1,420,411,0,8,1,401,11,1292,869,51,230,45,7,27,2,35,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 11 „ION LUCA CARAGIALE”",122,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:19",1079,1068,1,10,0,399,389,0,10,0,382,17,1150,751,35,206,58,9,30,2,38,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 13 „NEDELCU CHERCEA”",109,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:50:49",1196,1189,0,7,0,473,466,0,7,0,450,23,1300,827,54,239,62,10,40,10,28,7
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 13 „NEDELCU CHERCEA”",108,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:55:38",1219,1209,0,10,0,455,445,0,10,0,440,10,1350,895,68,214,63,18,29,11,35,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 17 „ECATERINA TEODOROIU”",68,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:05",1389,1363,3,8,15,577,554,0,8,15,551,26,1500,923,70,270,87,11,60,11,38,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 17 „ECATERINA TEODOROIU”",67,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:06",1186,1159,0,5,22,445,418,0,5,22,430,15,1300,855,67,247,50,30,22,2,12,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 18 „MIHU DRAGOMIR”",72,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:29:34",972,961,1,10,0,369,359,0,10,0,359,10,1050,681,48,185,42,12,29,12,25,6
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 18 „MIHU DRAGOMIR”",73,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:51:06",1139,1131,2,6,0,455,449,0,6,0,446,9,1250,795,39,245,53,5,50,16,32,6
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",127,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:50",1750,1746,0,4,0,724,720,0,4,0,703,21,1900,1176,72,400,110,7,27,9,68,10
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",126,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:52:17",1276,1271,0,5,0,474,469,0,5,0,459,15,1388,914,29,270,60,11,35,5,46,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",125,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:33",1167,1162,0,5,0,431,426,0,5,0,416,15,1300,869,42,228,63,10,27,0,41,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",124,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:35:04",1285,1280,0,4,1,482,477,0,4,1,461,21,1372,890,32,254,66,18,34,8,46,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 1 „VLAICU VODĂ”",7,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:34",1257,1252,0,5,0,531,526,0,5,0,516,15,1400,869,58,288,72,16,34,7,33,8
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 1 „VLAICU VODĂ”",8,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:45",1349,1340,2,7,0,589,582,0,7,0,567,22,1500,911,60,336,75,16,48,2,26,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR.2",199,JIRLĂU,43466,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:35",1347,1317,0,6,24,735,705,0,6,24,716,19,1500,765,39,618,31,0,8,3,17,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",130,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:02",1257,1250,0,7,0,517,510,0,7,0,503,14,1400,883,53,310,52,15,41,5,21,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",131,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:29:25",1061,1052,0,9,0,439,430,0,9,0,429,10,1200,761,43,255,68,8,34,6,12,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",132,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:45:29",1234,1225,0,9,0,514,505,0,9,0,492,22,1348,834,45,310,58,11,34,6,25,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 21 „ALEXANDR SERGHEEVICI PUȘKIN”",128,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:28:23",1189,1186,0,3,0,353,350,0,3,0,353,0,1300,947,27,178,72,7,28,1,33,7
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 21 „ALEXANDR SERGHEEVICI PUȘKIN”",129,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:09",1229,1223,0,6,0,405,399,0,6,0,390,15,1336,931,27,211,67,16,28,6,34,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",114,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:05",1059,1053,0,6,0,421,415,0,6,0,414,7,1150,729,41,228,46,19,31,17,28,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",111,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:10",1345,1341,0,4,0,460,456,0,4,0,435,25,1500,1040,45,235,64,7,19,11,46,8
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",110,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:45:22",1252,1246,0,6,0,485,479,0,6,0,463,22,1400,915,53,276,60,12,22,5,34,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",113,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:09",1118,1112,0,6,0,441,435,0,6,0,413,23,1200,759,50,231,60,9,27,7,26,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",112,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:03:38",1140,1135,0,5,0,421,416,0,5,0,403,18,1250,829,38,238,55,16,18,3,29,6
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",101,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:44",906,900,0,6,0,303,297,0,6,0,296,7,1000,697,26,173,47,10,14,6,16,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",103,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:56",1079,1072,1,6,0,433,427,0,6,0,420,13,1200,767,53,237,63,12,23,5,23,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",102,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:57",1065,1057,0,8,0,357,349,0,8,0,346,11,1200,843,37,200,49,5,22,2,26,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",116,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:59",1305,1297,1,7,0,488,481,0,7,0,462,26,1450,962,38,285,75,8,22,0,30,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",117,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:11:02",1408,1401,0,7,0,535,528,0,7,0,512,23,1550,1015,63,269,65,12,34,8,58,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",118,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:47:30",1245,1235,0,10,0,542,532,0,10,0,511,31,1350,808,49,305,68,11,32,9,27,10
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",119,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:56",1423,1421,0,1,1,461,459,0,1,1,437,24,1550,1089,58,223,69,5,20,11,49,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",14,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:37:12",1284,1279,0,5,0,503,498,0,5,0,482,21,1400,897,57,239,68,12,56,6,35,9
