precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","BLOCUL SUVERANIST ROMÂN-voturi","FORȚA DREPTEI-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL BALOTA",347,RACOVIŢA,172509,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:51",345,334,0,10,1,169,158,0,10,1,163,6,370,201,57,95,2,9
40,VÂLCEA,"CĂMINUL CULTURAL RACOVIŢA",346,RACOVIŢA,172509,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:03:51",733,691,0,29,13,518,476,0,29,13,497,21,830,312,293,66,13,125
40,VÂLCEA,"OCOLUL SILVIC LOVIŞTEA",349,RACOVIŢA,172509,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:48:41",132,120,0,12,0,117,105,0,12,0,117,0,146,29,50,60,0,7
40,VÂLCEA,"ŞCOALA GRUIUL LUPULUI",348,RACOVIŢA,172509,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:20",114,103,1,7,3,79,69,0,7,3,74,5,120,41,37,9,3,25
