precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SAVIN ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUGHIURLAN ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GROSU GICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","BURLACU VALERICĂ-PARTIDUL MIȘCAREA POPULARĂ-voturi"
41,VRANCEA,"SCOALA GENERALA POIENILE",189,"GURA CALIŢEI",176338,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:56:29",282,265,0,10,7,181,165,0,10,6,175,6,300,119,10,20,64,81
41,VRANCEA,"ȘCOALA GIMNAZIALĂ GURA CALIȚEI",185,"GURA CALIŢEI",176338,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:21",819,778,0,17,24,534,493,0,17,24,516,18,882,348,20,72,382,42
41,VRANCEA,"ȘCOALA PRIMARĂ DEALU LUNG",186,"GURA CALIŢEI",176338,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:07",310,299,0,6,5,201,190,0,6,5,189,12,335,134,4,29,131,25
41,VRANCEA,"ȘCOALA PRIMARĂ ”NICOLAE V. BĂLAN” LACU LUI BABAN",187,"GURA CALIŢEI",176338,4,PART,PRCNCT,P,P_SV,"2024-06-11 09:01:30",346,326,0,6,14,211,191,0,6,14,200,11,374,163,2,19,90,89
41,VRANCEA,"ȘCOALA PRIMARĂ PLOPU",188,"GURA CALIŢEI",176338,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:37:37",270,265,0,5,0,162,157,0,5,0,155,7,292,130,7,21,115,12
