precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALEXANDRESCU DANIEL-MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROŞU NUŢI-PARTIDUL SOCIAL DEMOCRAT-voturi","BURLACU DUMITRU-IONUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","FLOREA VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL PROGRESU",145,FĂCĂENI,93575,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:04",501,491,0,8,2,230,220,0,8,2,225,5,567,337,99,93,6,27
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C1",142,FĂCĂENI,93575,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:34",1185,1161,2,7,15,669,647,0,7,15,650,19,1300,631,316,250,14,70
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C2",143,FĂCĂENI,93575,2,PART,PRCNCT,P,P_SV,"2024-06-13 12:35:56",1579,1547,0,13,19,821,789,0,13,19,773,48,1700,879,424,295,16,38
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C3",144,FĂCĂENI,93575,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:38:58",912,888,2,9,13,519,496,1,9,13,503,16,1000,481,256,178,9,60
