precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VĂDUVA ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DINEI PETRE-UNIUNEA SALVAȚI ROMÂNIA-voturi","COSACU PETRE-FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","COTOJMAN ION-LIVIU-PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"CĂMINUL CULTURAL „IZVORUL”",278,"ROŞIA DE AMARADIA",81497,4,PART,PRCNCT,P,P_SV,"2024-06-13 12:20:24",1114,1081,0,12,21,747,714,0,12,21,729,18,1200,453,6,6,115,602
20,GORJ,"GRĂDINIȚA ȘITOAIA",281,"ROŞIA DE AMARADIA",81497,2,PART,PRCNCT,P,P_SV,"2024-06-13 12:54:45",279,267,0,5,7,170,158,0,5,7,168,2,300,130,1,3,16,148
20,GORJ,"ŞCOALA PRIMARĂ RUGET",279,"ROŞIA DE AMARADIA",81497,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:44:47",464,454,0,6,4,266,256,0,6,4,256,10,500,234,9,3,16,228
20,GORJ,"ŞCOALA PRIMARĂ SECIURILE",280,"ROŞIA DE AMARADIA",81497,2,PART,PRCNCT,P,P_SV,"2024-06-13 12:41:59",575,563,0,5,7,370,358,0,5,7,364,6,644,274,7,1,28,328
