precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi"
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",153,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:22",1489,1478,1,10,0,508,498,0,10,0,493,15,1500,992,29,174,72,10,37,7,19,134,4,2,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA (ŞCOALA GIMNAZIALĂ NR.20 )",200,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:53",1868,1855,5,8,0,1028,1019,1,8,0,1006,22,1900,872,94,307,86,8,17,14,51,401,11,10,7
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",183,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:42",1324,1304,10,10,0,489,479,0,10,0,483,5,1400,911,23,155,53,3,19,12,15,189,9,3,2
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",184,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:40",1244,1231,3,10,0,430,420,0,10,0,416,14,1300,870,7,128,50,3,11,5,13,187,2,7,3
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",181,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:33",1323,1309,6,7,1,547,539,0,7,1,531,16,1400,853,20,195,44,7,17,9,20,205,5,3,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",182,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:06",1133,1116,1,16,0,417,401,0,16,0,409,8,1200,783,14,137,45,2,16,4,19,158,1,8,5
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",276,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:53",1398,1388,0,6,4,490,480,0,6,4,470,20,1500,1010,50,183,99,13,18,9,11,66,2,9,10
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",275,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:32",1713,1687,9,12,5,596,576,3,12,5,557,39,2000,1404,45,202,137,9,46,13,9,77,4,9,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ”SFÂNTUL NICOLAE” DETA",251,"ORAŞ DETA",155458,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:05:57",1671,1645,2,10,14,702,678,0,10,14,654,48,2000,1298,69,313,99,8,37,17,7,86,7,5,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ”TRAIAN GROZĂVESCU” NĂDRAG",488,NĂDRAG,157898,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:13",1061,1047,1,8,5,570,557,0,8,5,539,31,1100,530,19,308,43,3,50,18,2,75,5,12,4
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",93,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:05",1460,1449,3,8,0,647,639,0,8,0,627,20,1500,853,46,195,68,7,28,15,16,233,3,8,8
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",94,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:48",1677,1645,9,14,9,725,702,0,14,9,711,14,1700,975,43,228,63,7,24,7,27,287,5,13,7
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",95,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:22",1556,1530,7,19,0,621,602,0,19,0,596,25,1600,979,22,223,70,5,21,5,14,216,8,7,5
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",96,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:51",1317,1308,0,9,0,506,497,0,9,0,499,7,1400,894,32,159,7,26,61,5,11,181,6,5,6
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",98,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:26",1114,1109,2,3,0,469,466,0,3,0,457,12,1200,731,34,159,52,6,21,8,16,150,7,4,0
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",97,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:34:34",1316,1314,0,2,0,393,391,0,2,0,374,19,1400,1007,14,131,55,2,38,1,8,112,5,4,4
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",53,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:49",1199,1178,10,11,0,549,537,1,11,0,538,11,1200,651,16,182,45,12,17,11,18,225,3,6,3
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",54,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:07",1547,1494,46,7,0,745,738,0,7,0,738,7,1600,855,14,219,64,4,36,16,31,328,5,10,11
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",81,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:15",1563,1541,10,12,0,719,706,1,12,0,696,23,1600,881,54,236,48,2,22,6,17,299,5,2,5
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",82,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:38",1445,1434,4,7,0,587,580,0,7,0,583,4,1500,913,51,179,39,7,18,14,24,239,7,4,1
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",79,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:14",1593,1582,7,4,0,788,784,0,4,0,775,13,1600,812,47,221,89,10,28,16,45,298,5,7,9
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",80,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:26",1429,1410,9,10,0,574,563,1,10,0,560,14,1500,926,42,178,59,8,26,8,23,202,6,5,3
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",195,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:22",952,943,0,9,0,381,372,0,9,0,371,10,1000,619,21,126,35,1,15,7,14,143,3,4,2
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",194,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:07",1292,1282,4,6,0,569,563,0,6,0,550,19,1300,731,30,206,46,6,23,13,19,187,4,12,4
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",197,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:02",1132,1126,2,4,0,459,455,0,4,0,444,15,1200,741,18,167,33,5,12,8,23,166,6,4,2
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",196,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:45",1060,1048,2,10,0,441,431,0,10,0,426,15,1100,659,26,140,56,6,14,8,19,151,0,4,2
37,TIMIŞ,"LICEUL TEORETIC",242,"ORAŞ BUZIAŞ",155403,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:09:10",1745,1719,5,7,14,761,737,3,7,14,717,44,1800,1039,19,384,70,4,19,99,14,81,14,9,4
37,TIMIŞ,"LICEUL TEORETIC ”ALEXANDRU MOCIONI ”CIACOVA",246,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:51",1059,1010,0,26,23,570,521,0,26,23,496,74,1100,530,24,341,27,3,26,7,1,51,5,8,3
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",432,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:17:37",1807,1776,12,19,0,816,797,0,19,0,798,18,2000,1184,16,246,106,9,35,10,40,293,4,10,29
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",430,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:05",1816,1747,48,21,0,737,716,0,21,0,724,13,2000,1263,15,212,58,8,20,11,51,317,10,6,16
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",431,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:51",1889,1858,18,13,0,856,843,0,13,0,842,14,2000,1144,16,341,56,3,23,7,30,338,5,5,18
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",425,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:53",1401,1384,5,11,1,780,768,0,11,1,753,27,1500,720,17,300,81,9,30,13,23,244,11,7,18
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",426,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:09",1483,1461,7,12,3,845,830,0,12,3,811,34,1600,755,20,332,86,8,32,11,28,245,2,12,35
37,TIMIŞ,"LICEUL TEORETIC DAVID VONIGA GIROC",427,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:40",1429,1416,0,11,2,795,782,0,11,2,780,15,1600,805,10,340,95,11,27,5,23,216,7,17,29
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",75,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:46",954,933,7,14,0,390,376,0,14,0,380,10,1000,610,23,143,28,1,11,4,13,155,2,0,0
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",73,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:44",862,839,9,14,0,428,413,1,14,0,411,17,1300,872,30,121,41,3,6,8,18,170,5,4,5
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",74,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:27",920,886,15,19,0,395,375,1,19,0,385,10,900,505,19,125,29,0,22,11,13,163,0,2,1
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",76,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:57",968,962,0,6,0,433,427,0,6,0,433,0,1000,567,37,126,29,3,24,4,21,177,2,5,5
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",78,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:49",920,857,12,22,29,380,348,2,22,8,371,9,1300,920,18,110,25,2,11,8,15,178,3,0,1
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",77,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:27",907,887,10,10,0,392,381,1,10,0,384,8,1000,608,28,111,30,4,6,7,12,178,2,3,3
37,TIMIŞ,"LICEUL TEORETIC ”IRIS”",132,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:40",1345,1331,4,10,0,560,549,1,10,0,526,34,1400,840,21,182,47,7,13,9,21,214,3,2,7
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON” (FOSTA ŞCOALA GIMNAZIALĂ NR.28) ” CORP B ”",114,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:46",849,837,1,11,0,313,302,0,11,0,302,11,900,587,13,104,39,7,9,5,11,106,3,3,2
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",193,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:14",925,901,11,13,0,370,357,0,13,0,358,12,1000,630,12,106,28,5,14,12,21,150,2,5,3
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",192,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:47",1084,1072,1,11,0,456,444,1,11,0,444,11,1100,645,17,150,37,7,10,9,30,169,4,2,9
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",191,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:33",1129,1108,12,9,0,477,467,1,9,0,466,11,1200,723,23,139,45,4,14,3,19,202,7,7,3
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",190,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:52",1023,1014,5,4,0,417,413,0,4,0,407,10,1200,783,11,141,43,4,20,6,21,153,4,3,1
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”",10,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:22",543,510,19,12,2,230,214,2,12,2,222,8,600,370,15,67,15,1,5,7,10,98,1,1,2
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",6,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:09",851,738,79,15,19,321,284,3,15,19,298,16,800,486,8,94,28,4,6,5,20,126,1,3,3
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",5,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:40",746,680,57,9,0,293,282,2,9,0,286,7,900,607,25,84,21,4,6,2,12,125,1,2,4
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”TIMIȘOARA",7,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:42",651,585,57,7,2,236,227,0,7,2,230,6,598,362,8,49,28,2,8,2,6,121,0,2,4
37,TIMIŞ,"LICEUL TEORETIC PECIU NOU",506,"PECIU NOU",158065,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:02",1441,1432,4,5,0,629,620,4,5,0,591,38,1500,871,18,348,72,4,50,7,2,76,7,5,2
37,TIMIŞ,"LICEUL TEORETIC PERIAM",510,PERIAM,158109,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:16",1487,1472,3,1,11,624,612,0,1,11,579,45,1600,976,10,331,79,4,52,25,5,60,5,4,4
37,TIMIŞ,"LICEUL TEORETIC PERIAM",511,PERIAM,158109,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:00",1576,1553,3,5,15,780,760,0,5,15,733,35,1568,800,12,422,105,7,49,13,2,113,8,1,1
37,TIMIŞ,"LICEUL TEORETIC RECAȘ",285,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:38:02",1838,1798,6,22,12,1023,989,0,22,12,971,52,2000,977,49,450,89,5,60,148,7,150,5,7,1
37,TIMIŞ,"LICEUL TEORETIC ”SFINȚII KIRIL ȘI METODII” DUDEȘTII VECHI",381,"DUDEŞTII VECHI",156712,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:08:56",1591,1551,4,23,13,1023,987,0,23,13,902,102,1700,696,74,500,123,9,55,17,5,95,9,9,6
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",154,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:53",1425,1381,28,14,2,650,634,0,14,2,623,27,1400,750,36,205,65,3,17,9,24,247,7,6,4
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",155,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:39",1143,1126,7,10,0,376,366,0,10,0,360,16,1200,824,10,97,56,5,15,5,17,148,3,2,2
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ŢEPEȘ” TIMIȘOARA (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.28)",108,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:21",1244,1188,36,20,0,518,498,0,20,0,511,7,1200,682,31,157,44,4,30,6,19,209,4,4,3
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE”",185,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:15",1301,1248,37,14,2,569,553,0,14,2,550,19,1300,731,18,145,43,5,20,15,35,251,5,9,4
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” ( FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",123,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:02:29",1093,1063,0,30,0,561,531,0,30,0,457,9,1300,739,16,155,37,3,21,13,17,180,3,8,4
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” (FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",122,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:49:39",1262,1242,8,11,1,498,486,0,11,1,485,13,1300,802,18,153,57,5,26,10,15,191,4,4,2
37,TIMIŞ,"PRIMĂRIA BANLOC",302,BANLOC,155591,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:32",1359,1322,5,15,17,750,717,1,15,17,641,109,1600,850,15,504,44,1,28,10,2,29,5,1,2
37,TIMIŞ,"PRIMARIA BARA",306,BARA,155662,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:07",273,153,3,112,5,244,125,2,112,5,229,15,400,156,19,113,13,0,11,5,1,64,0,2,1
37,TIMIŞ,"PRIMĂRIA BELINŢ",319,BELINŢ,155797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:09:49",1110,1030,3,12,65,802,725,2,12,63,760,42,1402,600,11,470,44,4,22,13,3,190,2,1,0
37,TIMIŞ,"PRIMĂRIA BETHAUSEN",323,BETHAUSEN,155840,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:54",738,695,0,22,21,497,454,0,22,21,433,55,1000,512,22,147,44,3,44,26,8,100,4,31,4
37,TIMIŞ,"PRIMĂRIA BRESTOVĂŢ",341,BRESTOVĂŢ,156151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:03",230,201,0,26,3,164,135,0,26,3,154,10,401,237,5,80,14,1,9,27,0,15,2,1,0
37,TIMIŞ,"PRIMĂRIA COMUNEI BEBA VECHE",315,"BEBA VECHE",155724,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:15",826,805,0,14,7,448,427,0,14,7,418,30,1300,852,16,299,62,1,16,3,2,18,0,1,0
37,TIMIŞ,"PRIMĂRIA COMUNEI CĂRPINIŞ",346,CĂRPINIŞ,156213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:17",1781,1765,3,8,5,673,660,0,8,5,626,47,2000,1327,26,343,84,8,28,5,4,89,7,32,0
37,TIMIŞ,"PRIMĂRIA COMUNEI GIULVĂZ",436,GIULVĂZ,157317,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:16:30",1075,1067,3,3,2,526,521,0,3,2,472,48,1400,880,13,240,59,4,37,12,5,89,0,8,5
37,TIMIŞ,"PRIMARIA COMUNEI LIVEZILE",458,LIVEZILE,159491,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:43",898,881,2,7,8,516,499,2,7,8,472,43,1000,485,7,322,72,2,27,3,3,29,4,2,1
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",561,"SÂNPETRU MARE",158733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:32",961,943,0,3,15,507,489,0,3,15,468,39,1000,493,13,233,149,1,28,9,1,24,5,3,2
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",562,"SÂNPETRU MARE",158733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:33",868,849,1,1,17,475,456,1,1,17,432,43,1000,525,7,225,122,6,23,8,3,28,3,4,3
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP A",585,TOMNATIC,159473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:54",1674,1660,3,3,8,677,666,0,3,8,599,78,1700,1023,29,397,68,2,37,10,1,43,4,7,1
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP B",586,TOMNATIC,159473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:31:54",1390,1373,3,1,13,611,597,0,1,13,547,59,1400,794,15,366,39,3,61,7,1,43,3,7,2
37,TIMIŞ,"PRIMĂRIA COMUNEI TRAIAN VUIA",595,"TRAIAN VUIA",159071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:59",668,648,1,9,10,383,363,1,9,10,334,29,700,337,3,196,68,4,30,10,3,14,1,4,1
37,TIMIŞ,"PRIMARIA IECEA MARE",442,"IECEA MARE",159428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:54:43",1324,1152,2,152,18,827,657,0,152,18,763,64,1479,652,13,592,49,7,46,3,1,37,4,5,6
37,TIMIŞ,"PRIMARIA JAMU MARE",444,"JAMU MARE",157362,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:18",1161,1131,0,17,13,674,644,0,17,13,628,46,1400,726,11,468,48,7,34,9,4,35,4,8,0
37,TIMIŞ,"PRIMĂRIA MAŞLOC",467,MAŞLOC,157683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:53",859,836,1,7,15,508,486,0,7,15,453,55,900,392,13,254,87,3,32,14,3,27,7,4,9
37,TIMIŞ,"PRIMARIA ORAS GATAIA",269,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:23",1305,1288,0,12,5,544,527,0,12,5,513,31,1600,1056,68,308,63,1,19,5,5,36,3,3,2
37,TIMIŞ,"PRIMĂRIA ORAȘULUI CIACOVA",245,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:32:20",1329,1302,2,24,1,723,698,0,24,1,666,57,1600,877,33,465,52,3,20,8,3,71,3,6,2
37,TIMIŞ,"PRIMĂRIA ORAŞULUI SÂNNICOLAU MARE",293,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:03",1780,1764,7,3,6,896,884,3,3,6,861,35,2000,1104,50,388,81,2,20,123,11,167,8,9,2
37,TIMIŞ,"PRIMĂRIA RECAȘ",283,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:23:14",1954,1902,1,32,19,1014,963,0,32,19,929,85,2200,1186,35,475,73,2,76,154,8,90,7,5,4
37,TIMIŞ,"PRIMĂRIA SÂNMIHAIU ROMÂN",556,"SÂNMIHAIU ROMÂN",158699,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:03:03",1878,1861,3,10,4,987,973,0,10,4,954,33,1900,913,28,485,128,16,43,11,21,191,12,12,7
37,TIMIŞ,"PRIMĂRIA TOPOLOVĂŢU MARE",587,"TOPOLOVĂŢU MARE",158966,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:03:51",923,897,13,7,6,521,508,0,7,6,491,30,1000,479,29,161,109,1,50,19,6,102,4,6,4
37,TIMIŞ,"PRIMARIA VĂLCANI",608,VĂLCANI,159482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:05",1110,1085,0,1,24,528,503,0,1,24,479,49,1201,673,23,241,107,0,47,22,2,27,4,4,2
37,TIMIŞ,"PRIMĂRIA VECHECOŞTEIU",362,COŞTEIU,156473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:06",1221,1176,2,12,31,766,723,0,12,31,711,55,1300,534,21,397,59,10,37,14,6,160,2,5,0
