precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi"
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL SĂLIŞTE",283,MALAIA,171021,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:46:01",236,230,0,3,3,168,162,0,3,3,160,8,250,82,64,4,65,5,10,12
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ MALAIA",281,MALAIA,171021,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:52:04",945,861,0,62,22,704,620,0,62,22,681,23,950,246,250,38,138,52,59,144
40,VÂLCEA,"ŞCOALA PRIMARĂ CIUNGET",282,MALAIA,171021,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:24:58",383,349,0,18,16,297,263,0,18,16,286,11,400,103,125,12,124,4,8,13
