precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
28,MUREŞ,"CĂMINUL CULTURAL CĂLUŞERI",357,ERNEI,116652,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:58:57",462,448,0,0,14,231,217,0,0,14,226,5,506,275,2,0,195,26,3
28,MUREŞ,"CĂMINUL CULTURAL DUMBRĂVIOARA",358,ERNEI,116652,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:40:48",1482,1457,1,1,23,682,658,0,1,23,655,27,1630,948,10,18,600,12,15
28,MUREŞ,"CĂMINUL CULTURAL ERNEI",355,ERNEI,116652,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:28:01",890,860,0,1,29,467,439,0,1,27,452,15,980,513,6,9,398,18,21
28,MUREŞ,"CĂMINUL CULTURAL ICLAND",359,ERNEI,116652,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:48:16",330,318,3,1,8,177,166,2,1,8,167,10,355,178,0,5,152,5,5
28,MUREŞ,"CĂMINUL CULTURAL SÎNGERU DE PĂDURE",361,ERNEI,116652,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:47:00",323,323,0,0,0,100,100,0,0,0,78,22,354,254,27,7,23,4,17
28,MUREŞ,"SALA DE ŞEDINŢE - PRIMĂRIA COMUNEI ERNEI",356,ERNEI,116652,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:36:33",1200,1168,2,2,28,657,627,0,2,28,630,27,1320,663,76,18,480,18,38
28,MUREŞ,"SCOALA PRIMARĂ SĂCĂRENI",360,ERNEI,116652,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:06:03",215,207,0,3,5,82,74,0,3,5,81,1,215,133,2,0,68,9,2
