county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","CONSTANTIN VICTORIA-voturi","CONSTANTIN VICTORIA-mandate-faza-1","CONSTANTIN VICTORIA-mandate-faza-2","NICOLAIE COSTEL-voturi","NICOLAIE COSTEL-mandate-faza-1","NICOLAIE COSTEL-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","FRĂŢILOIU ŞTEFAN-voturi","FRĂŢILOIU ŞTEFAN-mandate-faza-1","FRĂŢILOIU ŞTEFAN-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","RADU ION-voturi","RADU ION-mandate-faza-1","RADU ION-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PODGOREANU MĂDĂLIN-NICU-voturi","PODGOREANU MĂDĂLIN-NICU-mandate-faza-1","PODGOREANU MĂDĂLIN-NICU-mandate-faza-2","VIŞINICĂ FĂNEL-voturi","VIŞINICĂ FĂNEL-mandate-faza-1","VIŞINICĂ FĂNEL-mandate-faza-2","PARTIDUL DEMOCRAȚIEI ȘI SOLIDARITAȚII-DEMOS-voturi","PARTIDUL DEMOCRAȚIEI ȘI SOLIDARITAȚII-DEMOS-mandate-faza-1","PARTIDUL DEMOCRAȚIEI ȘI SOLIDARITAȚII-DEMOS-mandate-faza-2","BLOCUL SUVERANIST ROMÂN-voturi","BLOCUL SUVERANIST ROMÂN-mandate-faza-1","BLOCUL SUVERANIST ROMÂN-mandate-faza-2","VOVEC CRISTIAN-voturi","VOVEC CRISTIAN-mandate-faza-1","VOVEC CRISTIAN-mandate-faza-2","STURZU GHEORGHE-voturi","STURZU GHEORGHE-mandate-faza-1","STURZU GHEORGHE-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","BARDAŞ IONEL-voturi","BARDAŞ IONEL-mandate-faza-1","BARDAŞ IONEL-mandate-faza-2","MIHAI GHEORGHE-voturi","MIHAI GHEORGHE-mandate-faza-1","MIHAI GHEORGHE-mandate-faza-2","MOISE DAN-voturi","MOISE DAN-mandate-faza-1","MOISE DAN-mandate-faza-2","ANDREIU LUCIAN-voturi","ANDREIU LUCIAN-mandate-faza-1","ANDREIU LUCIAN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2"
10,BUZĂU,PARDOŞI,48165,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:12:21",291,261,0,19,11,206,176,0,19,11,198,8,301,95,9,13,15,22,198,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,PÂRSCOV,48557,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:44:21",4427,4350,3,58,16,2413,2337,2,58,16,2316,96,4791,2379,115,162,185,141,1203,8,1,151,1,0,763,5,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,PIETROASELE,48487,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:24:00",1967,1882,4,22,59,1448,1366,1,22,59,1403,45,2811,1363,70,98,112,122,698,5,1,0,0,0,83,0,1,570,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,PODGORIA,48682,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:23:05",2541,2451,0,43,47,1539,1449,0,43,47,1486,53,2736,1197,74,104,118,135,998,7,0,0,0,0,120,0,1,368,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,"POŞTA CÂLNĂU",48771,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:26:47",4937,4850,7,25,55,2834,2755,0,25,54,2720,102,5375,2552,136,190,217,167,1586,9,1,155,0,1,559,3,0,0,0,0,0,0,0,0,0,0,0,0,0,216,1,0,0,0,0,94,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,PUIEŞTI,48842,3,FINAL,UAT,CL,CL_CE,"2024-06-26 12:57:26",2780,2738,1,30,11,1573,1532,0,30,11,1484,89,3013,1440,74,103,118,114,832,7,0,0,0,0,529,4,1,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,RACOVIŢENI,48922,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:36:22",988,983,1,4,0,599,595,0,4,0,569,26,1075,480,28,39,45,63,389,6,0,0,0,0,112,1,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,RÂMNICELU,48968,1,FINAL,UAT,CL,CL_CE,"2024-06-11 19:36:30",3545,3497,3,45,0,2535,2490,0,45,0,2357,178,3862,1327,117,164,188,157,1132,7,0,130,0,1,375,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,ROBEASCA,49019,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:34:31",794,712,0,12,70,534,454,0,12,68,517,17,862,328,25,36,41,57,371,6,0,0,0,0,146,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,RUŞEŢU,49046,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:50:26",2895,2821,1,48,25,1992,1919,0,48,25,1837,152,3122,1133,91,128,146,141,665,4,1,157,1,0,557,3,1,0,0,0,0,0,0,0,0,0,0,0,0,228,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,SĂGEATA,49073,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:59:11",3642,3439,0,55,148,2438,2236,0,55,147,2374,64,3883,1445,118,166,189,182,1718,9,1,394,2,0,262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,SĂHĂTENI,49153,2,FINAL,UAT,CL,CL_CE,"2024-06-26 13:21:11",2624,2494,0,47,83,1729,1599,0,47,83,1677,52,2793,1064,83,117,134,129,833,6,0,0,0,0,844,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,SĂPOCA,49206,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:49:09",2973,2877,3,19,74,1955,1867,0,19,69,1912,42,3146,1191,95,133,152,141,931,6,0,114,0,1,795,5,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,SĂRULEŞTI,49233,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:11:15",984,984,0,0,0,543,543,0,0,0,514,29,1075,503,25,35,41,57,395,6,1,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,SCORŢOASA,49313,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:19:37",1983,1908,2,38,35,1298,1225,0,38,35,1262,26,2152,864,63,88,100,114,718,6,0,73,0,1,471,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,SCUTELNICI,49439,2,FINAL,UAT,CL,CL_CE,"2024-06-13 19:54:54",1713,1617,0,29,67,1145,1049,0,29,67,1092,32,1784,650,54,76,87,96,958,9,1,0,0,0,107,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,SIRIU,49484,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:45:15",2548,2483,0,19,46,1830,1765,0,19,46,1778,52,2757,927,88,124,142,136,1316,9,1,113,0,1,349,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,SMEENI,49545,2,FINAL,UAT,CL,CL_CE,"2024-06-13 11:05:35",5193,5153,1,34,5,2658,2619,0,34,5,2563,95,5687,3029,128,179,205,158,1949,12,0,154,0,1,267,1,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,STÂLPU,49625,2,FINAL,UAT,CL,CL_CE,"2024-06-13 20:30:07",2574,2543,2,12,17,1593,1565,0,12,16,1547,46,2790,1197,77,108,123,109,1044,9,1,157,1,0,226,2,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,ŢINTEŞTI,49849,2,FINAL,UAT,CL,CL_CE,"2024-06-26 15:32:50",3606,3572,3,12,19,2373,2342,0,12,19,2301,72,3941,1568,115,161,184,177,1044,5,1,0,0,0,405,2,0,852,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,TISĂU,49643,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:29:13",3632,3557,2,49,24,2222,2147,2,49,24,2118,103,3978,1757,105,148,169,145,1315,9,0,189,1,0,389,2,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,TOPLICENI,49769,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:38:44",3588,3475,2,80,31,2045,1933,1,80,31,1953,92,3824,1779,97,136,156,128,1119,8,1,146,1,0,266,2,0,133,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,ULMENI,49894,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:30:13",2568,2501,3,19,45,1529,1467,0,19,43,1463,66,2652,1123,73,102,117,133,624,4,1,0,0,0,716,5,0,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,UNGURIU,50549,3,FINAL,UAT,CL,CL_CE,"2024-06-15 13:50:52",1885,1860,0,3,22,951,926,0,3,22,923,25,2056,1108,46,64,73,80,709,8,1,0,0,0,40,0,0,174,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,"VADU PAŞII",49956,2,FINAL,UAT,CL,CL_CE,"2024-06-26 15:38:08",8395,8322,2,36,35,5353,5281,1,36,35,5172,175,9158,3811,258,362,413,285,2645,9,0,299,1,0,1906,6,1,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,VÂLCELELE,50399,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:07:12",1147,1073,0,9,65,732,658,0,9,65,719,13,1176,428,35,50,57,79,719,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,"VALEA RÂMNICULUI",50022,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:25:45",4516,4458,6,26,26,2470,2417,1,26,26,2408,62,4966,2496,120,168,192,160,1813,11,0,0,0,0,212,1,0,217,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,"VALEA SALCIEI",50068,2,FINAL,UAT,CL,CL_CE,"2024-06-13 20:35:51",549,512,0,6,31,436,399,0,6,31,389,11,563,127,19,27,31,43,164,3,1,0,0,0,158,3,1,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,VERNEŞTI,50102,2,FINAL,UAT,CL,CL_CE,"2024-06-26 15:43:10",7617,7567,5,44,1,3839,3794,0,44,1,3680,159,8382,4543,184,257,294,226,2481,10,1,297,1,0,613,2,1,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,"VINTILĂ VODĂ",50228,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:21:01",2303,2222,1,26,54,1406,1326,0,26,54,1367,39,2497,1091,68,95,109,119,895,7,0,87,0,1,207,1,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BUZĂU,VIPEREŞTI,50326,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:51:33",2623,2518,0,40,65,1662,1557,0,40,65,1588,74,2773,1111,79,111,127,109,862,7,1,0,0,0,476,4,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,66,0,0,0,0,0
10,BUZĂU,ZĂRNEŞTI,50415,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:10:23",4046,3913,6,74,53,2627,2505,1,74,47,2505,119,4321,1697,125,175,200,188,718,3,1,0,0,0,1323,7,0,412,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
10,BUZĂU,ZIDURI,50479,2,FINAL,UAT,CL,CL_CE,"2024-06-13 20:13:41",3369,3293,1,21,54,2005,1933,0,21,51,1940,63,3368,1365,97,135,155,145,1331,9,0,149,1,0,414,2,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
