precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PENTRU NATURĂ, OAMENI ŞI ANIMALE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UNIUNEA PENTRU REFORMA STATULUI ȘI PROTECȚIA DREPTURILOR FUNDAMENTALE-voturi","LIGA PENTRU DEȘTEPTAREA ROMÂNIEI-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL AL BISERICII ORTODOXE",413,SÂNPETRU,41925,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:50:44",1557,1543,0,8,6,846,832,0,8,6,817,29,1700,854,148,46,422,23,5,132,9,32
8,BRAŞOV,"GĂDINIȚA CU PROGRAM NORMAL 8 ORE",414,SÂNPETRU,41925,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:20:34",1653,1624,13,12,4,941,923,2,12,4,930,1,1812,862,166,57,359,29,8,275,20,16
8,BRAŞOV,"GRADINITA CU PROGRAM NORMAL 4ORE SANPETRU",412,SÂNPETRU,41925,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:53:46",1580,1562,7,5,6,847,836,0,5,6,831,16,1700,853,139,41,349,24,13,240,11,14
8,BRAŞOV,"GRADINITA CU PROGRAM NORMAL 8 ORE SÎNPETRU",415,SÂNPETRU,41925,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:15:48",1809,1796,4,8,1,1073,1064,0,8,1,1051,2,1900,843,84,56,332,14,17,529,14,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ SÂNPETRU",410,SÂNPETRU,41925,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:11:06",1824,1808,6,10,0,893,883,0,10,0,877,10,1991,1098,139,33,235,16,17,413,13,11
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ SÂNPETRU",411,SÂNPETRU,41925,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:16:37",1858,1828,18,12,0,791,778,1,12,0,768,21,2008,1217,58,45,255,7,26,360,12,5
