precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"CĂMIN CULTURAL CICEU",105,CICEU,86461,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:54",1165,1129,0,0,36,686,650,0,0,36,662,24,1300,614,562,100
21,HARGHITA,"SALĂ DE SPORT CICEU",106,CICEU,86461,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:02:47",1136,1107,1,1,27,690,661,1,1,27,656,34,1200,510,580,76
