precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ANDREIAȘU DE JOS",100,"ANDREIAŞU DE JOS",175126,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 10:31:57",452,404,0,18,30,307,259,0,18,30,297,1,474,170,79,204,14
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ANDREIAȘU DE SUS",101,"ANDREIAŞU DE JOS",175126,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 10:40:31",364,350,0,7,7,238,224,0,7,7,221,17,394,156,85,131,5
41,VRANCEA,"ȘCOALA PRIMARĂ NR.1 RĂCHITAȘU",102,"ANDREIAŞU DE JOS",175126,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 10:52:32",528,509,0,15,4,298,279,0,15,4,286,11,561,264,49,223,14
