precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
17,DOLJ,"ŞCOALA CU CLASELE I-IV BUCOVICIOR",528,VELA,74616,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:48:43",302,269,0,19,14,207,174,0,19,14,195,12,300,93,2,17,15,161
17,DOLJ,"ŞCOALA CU CLASELE I-IV STIUBEI",531,VELA,74616,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:42:12",83,65,0,14,4,57,39,0,14,4,54,1,100,45,3,1,4,46
17,DOLJ,"ŞCOALA CU CLASELE I-IV SUHARU",530,VELA,74616,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:23:49",233,191,0,34,8,170,128,0,34,8,165,3,250,82,17,8,10,130
17,DOLJ,"ŞCOALA CU CLASELE I-VIII GUBAUCEA",529,VELA,74616,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:28:50",528,499,0,10,19,315,286,0,10,19,297,18,550,225,8,58,11,220
17,DOLJ,"ŞCOALA CU CLASELE I-VIII VELA",527,VELA,74616,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:49:40",435,346,0,76,13,323,234,0,76,13,312,11,374,51,8,8,19,277
