precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARIN-MATEI VIRGINIA-PARTIDUL NAȚIONAL LIBERAL-voturi","BRAŞOVEANU CONSTANTIN-RELU-PARTIDUL SOCIAL DEMOCRAT-voturi"
39,VASLUI,"CENTRUL CULTURAL BĂLTENI",205,BĂLTENI,162452,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:48",838,833,2,0,3,436,433,0,0,3,413,23,875,439,48,365
39,VASLUI,"ȘCOALA PRIMARĂ BĂLTENI DEAL",206,BĂLTENI,162452,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:07:01",335,325,1,5,4,168,159,0,5,4,161,7,400,232,30,131
39,VASLUI,"ŞCOALA PRIMARA CHETREŞTI",207,BĂLTENI,162452,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:28",99,91,0,7,1,66,58,0,7,1,65,1,100,34,3,62
