precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
2,ARAD,"CĂMIN CULTURAL",277,GURAHONŢ,10943,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:04:11",62,49,0,8,5,53,40,0,8,5,52,1,66,13,18,1,19,13,1
2,ARAD,"CĂMIN CULTURAL",276,GURAHONŢ,10943,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:02:38",525,495,0,13,17,344,314,0,13,17,329,15,570,226,166,42,65,49,7
2,ARAD,"CĂMINUL CULTURAL FENIŞ",278,GURAHONŢ,10943,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:44:44",85,69,0,8,8,68,52,0,8,8,66,2,90,22,27,2,29,3,5
2,ARAD,"CĂMINUL CULTURAL HONŢIŞOR",279,GURAHONŢ,10943,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:09",262,251,0,1,10,203,192,0,1,10,200,3,290,87,53,7,114,22,4
2,ARAD,"CĂMINUL CULTURAL IOSAŞ",280,GURAHONŢ,10943,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:30:15",176,163,0,4,9,131,118,0,4,9,129,2,200,69,72,4,37,9,7
2,ARAD,"CĂMINUL CULTURAL PESCARI",281,GURAHONŢ,10943,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:31:47",234,216,0,12,6,160,142,0,12,6,158,2,250,90,41,4,95,13,5
2,ARAD,"CĂMINUL CULTURAL ZIMBRU",282,GURAHONŢ,10943,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:54:00",296,276,1,6,13,210,190,1,6,13,201,9,320,110,39,9,124,25,4
2,ARAD,"PRIMĂRIA COMUNEI GURAHONŢ",274,GURAHONŢ,10943,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:07:42",739,695,0,19,25,481,437,0,19,25,463,18,790,309,118,17,218,73,37
2,ARAD,"PRIMĂRIA COMUNEI GURAHONŢ",275,GURAHONŢ,10943,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:36:11",692,660,0,18,14,478,446,0,18,14,458,18,750,274,93,16,211,93,45
