precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT UNIT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","BLOCUL SUVERANIST ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE ŞTEFAN-voturi"
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.280",929,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:32:15",1068,1057,0,10,1,471,460,0,10,1,458,11,1200,608,128,47,6,100,3,148,2,4,0,14,6
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.280",930,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:42:16",960,949,1,10,0,437,427,0,10,0,428,9,1100,663,127,38,22,123,4,97,3,2,2,7,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.280",928,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:59:38",1340,1332,1,7,0,645,638,0,7,0,629,16,1500,855,141,61,16,216,2,158,6,1,0,14,14
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",918,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:56:55",1719,1716,1,2,0,620,618,0,2,0,587,33,1800,1180,122,80,16,64,4,254,4,1,3,23,16
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",917,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:27:54",1623,1619,0,3,1,594,590,0,3,1,547,47,1800,1206,93,59,12,43,2,283,6,7,0,37,5
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",913,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:16:57",1962,1948,3,11,0,751,739,1,11,0,715,26,2000,1258,144,58,25,103,3,335,10,5,0,24,8
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",916,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:52:06",1805,1796,0,7,2,671,662,0,7,2,640,22,1900,1229,156,71,20,70,5,272,3,5,2,26,10
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",912,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 20:55:16",1666,1658,3,5,0,553,548,0,5,0,541,12,1800,1247,152,68,13,66,3,188,8,3,1,22,17
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",911,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:14:11",1614,1612,1,1,0,523,522,0,1,0,493,30,1800,1277,139,48,13,50,4,201,3,4,1,28,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",915,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:52:03",1749,1740,3,6,0,650,644,0,6,0,623,25,1900,1252,144,71,22,72,4,253,6,8,4,27,12
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",914,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:43:45",1644,1634,2,8,0,695,687,0,8,0,679,16,1800,1105,139,45,21,138,3,301,8,2,2,18,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PETRACHE POENARU”",919,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 11:18:54",1653,1653,0,0,0,673,673,0,0,0,632,41,1800,1127,162,71,0,95,3,231,8,9,3,33,17
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PRINCIPESA MARGARETA”",920,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:44:02",978,969,2,6,1,480,471,2,6,1,463,2,1100,617,120,60,30,135,4,69,7,3,5,16,14
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PRINCIPESA MARGARETA”",921,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:37:45",1101,1093,3,5,0,338,333,0,5,0,319,19,1200,862,86,43,17,61,2,84,5,0,0,12,9
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PRINCIPESA MARGARETA”",923,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:38:03",1095,1062,17,7,9,478,464,0,7,7,446,20,1300,823,108,48,23,152,7,65,9,2,1,20,11
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”PRINCIPESA MARGARETA”",922,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:25:48",1658,1652,0,6,0,422,416,0,6,0,394,28,1800,1378,88,42,5,63,2,138,4,1,4,37,10
