precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOTOLICI IONUŢ-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CALEAP VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","COJOCARU ION-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"ȘCOALA CU CLASELE I-IV SILIȘTEA",345,IANA,164339,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:48:36",782,778,0,3,1,502,498,0,3,1,483,19,900,398,343,37,103
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 IANA CORP B",342,IANA,164339,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:55",958,955,0,1,2,513,510,0,1,2,500,13,1000,487,330,104,66
39,VASLUI,"ŞCOALA GIMNAZIALA RECEA",344,IANA,164339,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:40:38",423,417,0,6,0,221,215,0,6,0,215,6,500,279,147,8,60
39,VASLUI,"ŞCOALA PRIMARA HĂLĂREŞTI",343,IANA,164339,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:38:02",807,799,0,8,0,454,446,0,8,0,430,24,900,446,260,55,115
39,VASLUI,"ȘCOALA PRIMARĂ VADURILE",346,IANA,164339,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:21:30",242,237,0,5,0,113,108,0,5,0,108,5,232,119,94,7,7
