precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","FORȚA DREPTEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
36,TELEORMAN,"CASA DE CULTURA VIDELE",76,"ORAŞ VIDELE",151905,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:58:14",1465,1443,0,21,1,951,929,0,21,1,929,22,1600,649,71,52,271,370,37,53,75
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2, TĂMĂȘEȘTI",80,"ORAŞ VIDELE",151905,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:28:31",660,647,0,7,6,473,460,0,7,6,442,17,720,261,40,8,138,139,3,19,95
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3, FURCULEȘTI",78,"ORAŞ VIDELE",151905,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:49:35",1294,1264,1,20,9,807,778,0,20,9,786,21,1400,593,50,30,262,291,13,30,110
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4, FOTĂCHEȘTI",77,"ORAŞ VIDELE",151905,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:32:35",901,892,0,8,1,522,513,0,8,1,501,21,985,463,42,15,146,207,9,10,72
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 5, CARTOJANCA",79,"ORAŞ VIDELE",151905,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:43",651,639,0,10,2,467,455,0,10,2,445,22,702,235,43,14,132,96,9,7,144
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6, PARISEȘTI",81,"ORAŞ VIDELE",151905,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:26:15",464,458,0,5,1,338,332,0,5,1,327,11,500,161,33,11,80,123,8,3,69
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 7, COȘOAIA",82,"ORAŞ VIDELE",151905,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:42",275,258,0,14,3,176,159,0,14,3,163,13,285,109,23,70,32,22,2,4,10
36,TELEORMAN,"LICEUL TEORETIC",75,"ORAŞ VIDELE",151905,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:09:01",1379,1356,4,18,1,824,805,0,18,1,803,21,1490,664,87,41,263,273,18,44,77
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII, NR. 2",74,"ORAŞ VIDELE",151905,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:56:29",1611,1584,2,25,0,1112,1087,0,25,0,1067,45,1800,688,105,71,321,367,23,41,139
