precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNGUREANU VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂRBULESCU CONSTANTIN-MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ENESCU CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BUCUR OLIVER-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"GRĂDINIŢA CERBURENI",509,"VALEA IAŞULUI",19695,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:10:40",313,309,0,4,0,199,195,0,4,0,196,3,353,154,28,41,109,18
3,ARGEŞ,"”LA REMUS POPESCU”",508,"VALEA IAŞULUI",19695,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:02:49",187,184,0,3,0,112,109,0,3,0,108,4,224,112,14,26,40,28
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ VALEA IAŞULUI",507,"VALEA IAŞULUI",19695,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:02",823,815,0,5,3,494,486,0,5,3,481,13,863,369,131,46,185,119
3,ARGEŞ,"ŞCOALA PRIMARĂ MUSTĂTEŞTI",510,"VALEA IAŞULUI",19695,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:36",1080,1067,0,13,0,657,644,0,13,0,644,13,1181,524,71,64,467,42
