precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOTOI ALEXANDRU-voturi"
28,MUREŞ,"CĂMINUL CULTURAL ADRIAN",408,GURGHIU,117319,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:30:48",253,249,0,4,0,124,120,0,4,0,112,12,280,156,2,10,71,8,18,3
28,MUREŞ,"CAMINUL CULTURAL GLAJARIE",411,GURGHIU,117319,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:34",1390,1376,1,4,9,700,687,0,4,9,668,32,1474,774,507,31,69,48,10,3
28,MUREŞ,"CAMINUL CULTURAL GURGHIU",407,GURGHIU,117319,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:19:34",728,726,0,2,0,333,331,0,2,0,312,21,800,467,18,49,155,27,30,33
28,MUREŞ,"CĂMINUL CULTURAL GURGHIU",406,GURGHIU,117319,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:54:18",876,871,1,4,0,516,512,0,4,0,483,33,970,454,30,69,245,58,68,13
28,MUREŞ,"CAMINUL CULTURAL ORSOVA",413,GURGHIU,117319,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:29:29",632,628,0,4,0,323,319,0,4,0,302,21,690,367,7,62,178,29,25,1
28,MUREŞ,"FOSTA SCOALA PRIMARA COMORI",410,GURGHIU,117319,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:31:12",144,140,0,4,0,93,89,0,4,0,88,5,160,67,1,17,62,6,1,1
28,MUREŞ,"SCOALA PRIMARA CASVA",409,GURGHIU,117319,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:15:22",658,643,1,11,3,381,366,1,11,3,360,21,710,329,5,39,267,18,29,2
28,MUREŞ,"SCOALA PRIMARA LARGA",412,GURGHIU,117319,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:09",210,199,0,11,0,125,114,0,11,0,118,7,220,95,5,4,83,20,5,1
