precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GAVRIL COSTEL-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","CURELIUC MIHAELA-MONICA-PARTIDUL NAȚIONAL LIBERAL-voturi"
7,BOTOŞANI,"GRADINITA CARASA",188,CORLĂTENI,36676,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:02:29",421,403,0,6,12,241,223,0,6,12,228,13,450,209,190,38
7,BOTOŞANI,"PRIMARIA CORLATENI",187,CORLĂTENI,36676,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:11",495,482,0,2,11,290,277,0,2,11,282,8,501,211,204,78
7,BOTOŞANI,"SCOALA PODENI",189,CORLĂTENI,36676,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:39",329,323,0,4,2,180,174,0,4,2,170,10,348,168,132,38
7,BOTOŞANI,"SCOALA VLADENI",190,CORLĂTENI,36676,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:25:27",367,341,0,5,21,213,187,0,5,21,206,7,406,193,192,14
