precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POP DARIUS-GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ARDELEAN VASILE-ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","PAVEL OCTAVIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","COLCER IULIU-IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","POTCOAVA NICOLAE-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","BUJOR IOANA-CRISTINA-voturi"
26,MARAMUREŞ,"CLĂDIREA ADMINISTRATIVĂ BISERICA ”DUMINICA MIRONOSIȚELOR”",370,RECEA,106407,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:23",686,673,0,8,5,444,431,0,8,5,435,9,800,356,12,268,125,16,4,10
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",366,RECEA,106407,3,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:38",376,357,0,15,4,222,203,0,15,4,215,7,384,162,8,81,112,6,8,0
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",368,RECEA,106407,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:26",1211,1163,2,37,9,823,776,1,37,9,802,21,1300,477,27,202,476,19,40,38
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",369,RECEA,106407,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:32",1416,1376,2,29,9,925,887,0,29,9,907,18,1500,575,24,620,228,17,5,13
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",367,RECEA,106407,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:30:43",1321,1276,3,28,14,840,798,0,28,14,823,17,1400,560,49,209,465,44,8,48
26,MARAMUREŞ,"ȘCOALĂ GIMNAZIALĂ",365,RECEA,106407,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:02:40",1116,1078,7,28,3,713,682,0,28,3,697,16,1200,487,66,354,201,61,11,4
