precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL DUBEŞTI",494,"OHABA LUNGĂ",157969,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:17:08",194,183,0,4,7,151,140,0,4,7,140,11,200,49,2,16,4,46,35,36,1
37,TIMIŞ,"CĂMINUL CULTURAL IERŞNIC",495,"OHABA LUNGĂ",157969,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:27:40",132,105,1,17,9,115,89,0,17,9,106,9,129,14,6,0,12,12,6,70,0
37,TIMIŞ,"CĂMINUL CULTURAL OHABA LUNGĂ",493,"OHABA LUNGĂ",157969,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:58",338,307,0,19,12,250,219,0,19,12,235,15,350,100,50,4,2,19,79,81,0
37,TIMIŞ,"CĂMINUL CULTURAL OHABA ROMÂNĂ",496,"OHABA LUNGĂ",157969,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:49:03",149,124,0,10,15,149,124,0,10,15,140,9,170,21,7,7,11,10,48,54,3
