precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CURPĂN ALINA-CARMEN-PARTIDUL NAȚIONAL LIBERAL-voturi","BLAJ GEORGETA-PARTIDUL SOCIAL DEMOCRAT-voturi","BLĂJUŢ ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IACOBUŢ LUCIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BLĂJUŢ ISIDOR-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","GHERGHELUŞ DENIS-ADELIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"LICEUL TEHNOLOGIC",214,BOTEŞTI,121796,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:35",1046,1043,0,3,0,429,426,0,3,0,418,11,1100,671,72,195,38,17,89,7
29,NEAMŢ,"LICEUL TEHNOLOGIC",213,BOTEŞTI,121796,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:58",954,953,0,0,1,382,381,0,0,1,365,17,1000,618,55,157,24,14,107,8
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",211,BOTEŞTI,121796,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:47:18",374,370,0,4,0,235,231,0,4,0,227,8,400,165,104,91,5,2,15,10
29,NEAMŢ,"SCOALA CU CLASELE I-VII",212,BOTEŞTI,121796,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:47",1744,1737,2,5,0,731,724,2,5,0,701,30,1900,1169,54,416,40,113,57,21
