precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SABIE VASILE-MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","HÎJ VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","AGHIORGHIESEI CORNELIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PRISACARU GHEORGHIŢĂ-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","NEMŢOI LAZĂR-PETRU-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","MÎNICAN IOAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL BĂNEŞTI",306,FÂNTÂNELE,148453,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:22:20",918,913,0,3,2,475,470,0,3,2,458,17,1000,525,178,167,40,25,44,4
35,SUCEAVA,"CONTAINER MOBIL",308,FÂNTÂNELE,148453,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:50",170,166,1,3,0,105,102,0,3,0,103,2,179,74,73,12,6,10,2,0
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL CU 3 GRUPE NR.1 FÂNTÂNELE",305,FÂNTÂNELE,148453,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:53",922,911,6,5,0,457,450,2,5,0,453,4,1000,543,213,125,39,58,13,5
35,SUCEAVA,"SCOALA DIN SATUL COTU DOBEI",307,FÂNTÂNELE,148453,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:17:05",153,150,0,3,0,91,88,0,3,0,87,4,179,88,51,12,13,4,7,0
35,SUCEAVA,"ȘCOALA PRIMARĂ CU CLASELE I-IV STAMATE",309,FÂNTÂNELE,148453,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:29:43",1543,1529,0,10,4,970,956,0,10,4,943,27,1700,730,655,164,47,10,53,14
