precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARICESCU CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","NICULAE VLĂDUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","ZEPIŞ VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ŞCOALA ANINOASA",131,ANINOASA,65379,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:33:54",1006,997,0,7,2,565,556,0,7,2,546,19,1100,535,154,371,21
16,DÂMBOVIŢA,"ŞCOALA ANINOASA",130,ANINOASA,65379,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:39",1095,1064,0,22,9,643,612,0,22,9,632,11,1160,517,169,436,27
16,DÂMBOVIŢA,"ŞCOALA NOUĂ VIFORÂTA",134,ANINOASA,65379,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:24:21",1160,1148,1,5,6,661,649,1,5,6,644,17,1261,600,202,415,27
16,DÂMBOVIŢA,"ŞCOALA NOUĂ VIFORÂTA",133,ANINOASA,65379,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:59",1035,1008,0,8,19,622,595,0,8,19,602,20,1330,708,192,388,22
16,DÂMBOVIŢA,"ŞCOALA SĂTENI",132,ANINOASA,65379,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:44",1271,1257,0,4,10,710,696,0,4,10,697,13,1370,660,74,609,14
