precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
9,BRĂILA,"CĂMINUL CULTURAL SAT CĂLDĂRUȘA",254,TRAIAN,44202,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:15:13",164,152,0,8,4,112,100,0,8,4,103,9,200,8,44,9,50,0,0
9,BRĂILA,"GRĂDINIȚA SILISTRARU",255,TRAIAN,44202,1,PROV,PRCNCT,CL,CL_SV,"2024-06-11 18:17:42",628,615,1,9,3,368,356,0,9,3,356,12,700,332,87,18,239,3,9
9,BRĂILA,"GRĂDINIȚA URLEASCA",256,TRAIAN,44202,1,PROV,PRCNCT,CL,CL_SV,"2024-06-11 21:56:42",977,968,0,4,5,617,608,0,4,5,596,17,1112,497,385,25,179,2,5
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII TRAIAN",253,TRAIAN,44202,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:01:14",919,903,2,14,0,555,541,0,14,0,519,36,1000,445,154,19,208,106,32
