precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","BÎRJAC GAVRIL-voturi"
33,SĂLAJ,"CĂMIN CULTURAL ROMITA",255,ROMÂNAŞI,142426,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:20:44",258,237,1,12,8,116,96,0,12,8,115,1,280,164,10,15,79,11,0
33,SĂLAJ,"CENTRUL DE INFORMARE ȘI MARKETING TURISTIC",250,ROMÂNAŞI,142426,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:27",802,768,3,10,21,478,447,0,10,21,453,25,850,372,19,84,285,49,16
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CHICHIȘA",251,ROMÂNAŞI,142426,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:43:36",196,185,0,1,10,116,105,0,1,10,109,7,220,104,14,20,46,11,18
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIUMĂRNA",252,ROMÂNAŞI,142426,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:17",381,355,0,19,7,213,187,0,19,7,207,6,400,187,16,50,120,10,11
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV PĂUȘA",253,ROMÂNAŞI,142426,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:43:58",440,425,1,9,5,263,249,0,9,5,231,32,471,208,38,33,80,4,76
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV POARTA SĂLAJULUI",254,ROMÂNAŞI,142426,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:12",414,390,1,13,10,260,237,0,13,10,248,12,430,170,22,31,177,16,2
