precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OPRIŞ DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOCAN VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","POPA TEODOR-CRISTINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","CIRCA VIOREL-OCTAVIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","SOTELECAN SERGIU-LUCIAN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","IOSIF DORIAN-SIMION-voturi"
13,CLUJ,"CAMIN CULTURAL SALISTE",418,CIURILA,57225,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:51",99,83,0,16,0,81,65,0,16,0,80,1,111,30,7,59,6,3,0,5
13,CLUJ,"CĂMINUL CULTURAL SĂLICEA",417,CIURILA,57225,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:05:02",696,572,9,110,5,487,368,4,110,5,478,8,604,116,44,46,213,134,5,36
13,CLUJ,"CONSILIUL LOCAL CIURILA",415,CIURILA,57225,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:45",256,233,2,21,0,179,158,0,21,0,179,0,236,57,9,51,51,63,0,5
13,CLUJ,"SCOALA GIMNAZIALA",419,CIURILA,57225,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:17",280,258,1,20,1,175,154,0,20,1,169,6,283,108,8,54,90,7,8,2
13,CLUJ,"SCOALA GIMNAZIALA",416,CIURILA,57225,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:21",250,216,1,28,5,166,132,1,28,5,160,6,244,78,13,74,57,8,4,4
