precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"LOCALUL FOSTEI ŞCOLI HREAŢCA (IMOBIL PROPRIETATEA SOCIETĂŢII COOPERATIVE ”VULTURUL PLEŞUV” VULTUREŞTI)",544,VULTUREŞTI,151157,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:50",343,331,0,9,3,218,206,0,9,3,213,5,400,182,45,141,27,0
35,SUCEAVA,"LOCALUL FOSTEI ŞCOLI JACOTA",545,VULTUREŞTI,151157,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:53:02",138,124,0,12,2,94,80,0,12,2,90,4,150,56,18,62,9,1
35,SUCEAVA,"ŞCOALA CU CLASELE I - IV",546,VULTUREŞTI,151157,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:59:24",206,190,0,15,1,136,120,0,15,1,132,4,200,64,6,120,5,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN TOMESCU” PLEŞEŞTI",542,VULTUREŞTI,151157,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:19",532,516,0,12,4,310,294,0,12,4,297,13,550,240,62,142,68,25
35,SUCEAVA,"SCOALA GIMNAZIALĂ GIURGEŞTI",543,VULTUREŞTI,151157,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:18",571,562,0,5,4,337,328,0,5,4,330,7,612,275,72,201,50,7
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ VALEA GLODULUI",548,VULTUREŞTI,151157,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:18:35",729,721,0,6,2,407,399,0,6,2,389,18,800,393,216,136,35,2
35,SUCEAVA,"SCOALA PRIMARĂ OSOI",547,VULTUREŞTI,151157,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:18:20",278,265,1,12,0,167,155,0,12,0,157,10,300,133,63,72,19,3
