precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","FORȚA DREPTEI-voturi"
2,ARAD,"CĂMINUL CULTURAL COROI",245,CRAIVA,10532,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:13:46",135,125,0,6,4,87,77,0,6,4,84,3,133,46,35,11,24,0,11,3
2,ARAD,"PRIMĂRIA COMUNEI CRAIVA",242,CRAIVA,10532,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:19",512,481,0,17,14,312,281,0,17,14,281,31,540,228,35,91,116,2,13,24
2,ARAD,"ŞCOALA PRIMARĂ CHIŞLACA",243,CRAIVA,10532,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:42",614,572,1,20,21,403,362,0,20,21,380,23,660,257,15,71,216,0,62,16
2,ARAD,"ŞCOALA PRIMARĂ CIUNTEŞTI",244,CRAIVA,10532,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:52:04",118,106,0,7,5,90,78,0,7,5,87,0,120,32,10,31,37,2,3,4
2,ARAD,"ŞCOALA PRIMARĂ MĂRĂUŞ",246,CRAIVA,10532,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:46",235,207,0,12,16,186,158,0,12,16,180,6,250,64,6,69,101,0,1,3
2,ARAD,"ŞCOALA PRIMARĂ ROGOZ DE BELIU",247,CRAIVA,10532,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:20",102,89,0,9,4,81,68,0,9,4,81,0,100,19,11,12,51,1,2,4
2,ARAD,"ŞCOALA PRIMARĂ ŞIAD",250,CRAIVA,10532,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:16",194,172,0,10,12,143,121,0,10,12,141,2,212,69,7,12,102,3,5,12
2,ARAD,"ŞCOALA PRIMARĂ STOINEŞTI",248,CRAIVA,10532,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:19",137,114,0,16,7,120,97,0,16,7,112,8,130,10,9,47,56,0,0,0
2,ARAD,"ŞCOALA PRIMARĂ SUSAG",249,CRAIVA,10532,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:21:42",284,251,0,15,18,218,185,0,15,18,211,7,310,92,7,8,183,0,2,11
