precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TRĂISTARU DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","VASILE ALEXANDRU-DRAGOŞ-PARTIDUL SOCIAL DEMOCRAT-voturi","LEPĂDĂTESCU GHEORGHE-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
19,GIURGIU,"GRĂDINIŢA CRIVINA",54,"ORAŞ BOLINTIN-VALE",101190,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:14",738,724,0,6,8,368,354,0,6,8,361,7,800,432,296,52,13
19,GIURGIU,"LICEU TEHNOLOGIC ”DIMITRIE BOLINTINEANU”",52,"ORAŞ BOLINTIN-VALE",101190,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:03",898,886,0,9,3,507,495,0,9,3,491,16,980,473,412,69,10
19,GIURGIU,PRIMĂRIE,53,"ORAŞ BOLINTIN-VALE",101190,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:01",1757,1727,1,10,19,828,799,0,10,19,806,22,1930,1102,654,128,24
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",51,"ORAŞ BOLINTIN-VALE",101190,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:17",1604,1598,0,3,3,638,632,0,3,3,586,52,1760,1122,388,189,9
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",49,"ORAŞ BOLINTIN-VALE",101190,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:06",1138,1130,0,3,5,641,633,0,3,5,620,21,1260,619,526,70,24
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",50,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:41:03",1392,1379,0,9,4,638,625,0,9,4,606,32,1525,887,494,96,16
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",55,"ORAŞ BOLINTIN-VALE",101190,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:28",1419,1405,0,9,5,593,579,0,9,5,572,21,1540,947,421,97,54
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",56,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:46:52",1543,1534,1,5,3,640,632,0,5,3,611,26,1692,1055,467,90,54
