precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",322,BELINŢ,155797,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:47:49",191,176,1,6,8,121,106,1,6,8,117,4,200,79,76,6,23,12
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",320,BELINŢ,155797,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:49:38",172,165,0,4,3,119,112,0,4,3,112,7,200,81,60,3,34,15
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CHIZATAU",321,BELINŢ,155797,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:06",602,557,1,7,37,414,373,0,7,34,404,10,700,286,330,10,47,17
37,TIMIŞ,"PRIMĂRIA BELINŢ",319,BELINŢ,155797,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 16:09:33",1110,1030,3,12,65,802,725,2,12,63,775,23,1187,385,563,34,93,85
