precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi"
13,CLUJ,"CAMIN CULTURAL",643,"TRITENII DE JOS",59693,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:52",232,224,0,8,0,137,129,0,8,0,129,8,246,109,19,5,20,37,38,10
13,CLUJ,"CAMIN CULTURAL",641,"TRITENII DE JOS",59693,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:19:11",950,940,1,9,0,496,487,0,9,0,476,20,1036,540,66,18,51,143,190,8
13,CLUJ,"CASA PARTICULARA",639,"TRITENII DE JOS",59693,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:30:26",73,65,0,8,0,42,34,0,8,0,39,3,72,30,4,1,4,10,14,6
13,CLUJ,"SCOALA PAVEL DAN",638,"TRITENII DE JOS",59693,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:57:33",1269,1241,0,12,16,702,674,0,12,16,674,28,1378,676,124,23,88,243,168,28
13,CLUJ,"SCOALA PRIMARA",642,"TRITENII DE JOS",59693,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:55:11",860,853,0,5,2,490,483,0,5,2,470,20,941,451,92,18,51,161,124,24
13,CLUJ,"SCOALA PRIMARA",640,"TRITENII DE JOS",59693,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:26:19",391,384,0,6,1,235,228,0,6,1,224,11,422,176,13,139,3,32,34,3
